# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "14" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/refs/PC9.15/PC9.15_final.gtf" "-o" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/counts/counts_raw.txt" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_10_sample_2B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_11_sample_2C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_12_sample_2D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_13_sample_2E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_14_sample_2F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_15_sample_2G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_16_sample_2H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_1_sample_1A.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_2_sample_1B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_3_sample_1C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_4_sample_1D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_5_sample_1E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_6_sample_1F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_7_sample_1G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_8_sample_1H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_9_sample_2A.primary.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_10_sample_2B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_11_sample_2C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_12_sample_2D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_13_sample_2E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_14_sample_2F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_15_sample_2G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_16_sample_2H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_1_sample_1A.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_2_sample_1B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_3_sample_1C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_4_sample_1D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_5_sample_1E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_6_sample_1F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_7_sample_1G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_8_sample_1H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam/GPNJ7M_9_sample_2A.primary.bam
PTI98_003278	CM057206.1;CM057206.1;CM057206.1	2625360;2625616;2626222	2625562;2626156;2626377	-;-;-	900	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
PTI98_003279	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2626724;2626901;2627038;2627131;2627687	2626845;2626978;2627081;2627636;2628457	+;+;+;+;+	1521	10	3	14	0	15	48	443	118	1	4	14	10	0	31	25	3
PTI98_003280	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2627686;2628507;2628587;2628673;2628758;2628846;2628936;2629040;2629207;2629397;2629525;2629694;2629991;2630243;2630368;2630456;2630568	2628449;2628536;2628622;2628703;2628795;2628882;2628977;2629151;2629332;2629475;2629641;2629935;2630193;2630317;2630406;2630515;2630735	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2199	5	3	12	0	45	23	1195	54	11	0	1	11	0	34	9	1
PTI98_003281	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2630827;2630977;2631425;2631682	2630917;2631369;2631624;2631820	+;+;+;+	823	1	9	8	0	10	4	326	174	2	0	0	4	21	52	27	0
PTI98_003282	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2631869;2632041;2632233;2632404;2632917;2633131;2633292	2631988;2632170;2632349;2632862;2633079;2633240;2633381	-;-;-;-;-;-;-	1189	0	46	19	0	27	9	904	293	4	1	20	6	27	173	23	7
PTI98_003283	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2633431;2633521;2633655;2633954;2634086;2634538;2634801;2634963;2635130;2635285;2635449;2635694;2635918;2636118	2633467;2633603;2633904;2634036;2634482;2634752;2634909;2635075;2635232;2635393;2635635;2635863;2636059;2636178	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2059	0	0	0	0	0	0	13	7	0	0	0	0	0	1	0	0
PTI98_003284	CM057206.1;CM057206.1;CM057206.1	2636370;2638186;2638436	2638137;2638415;2638724	+;+;+	2287	0	3	3	0	0	3	16	12	1	0	0	0	10	3	1	0
PTI98_003285	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2638770;2639447;2640271;2642140	2639396;2640227;2642084;2642650	+;+;+;+	3733	5	7	7	8	3	13	296	284	0	0	1	17	12	81	14	5
PTI98_003286	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2642700;2642854;2643169;2643344;2643498;2643687;2643998;2644206	2642800;2643111;2643289;2643448;2643635;2643944;2644146;2644568	+;+;+;+;+;+;+;+	1493	0	5	0	0	0	7	130	19	0	0	1	0	1	16	3	0
PTI98_003287	CM057206.1;CM057206.1;CM057206.1	2644618;2644831;2645112	2644769;2645056;2645646	+;+;+	913	0	2	1	0	27	5	478	117	9	0	19	7	12	57	36	2
PTI98_003288	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2645696;2645864;2646068;2646200;2646404;2646560	2645810;2646012;2646145;2646354;2646506;2647491	+;+;+;+;+;+	1532	0	0	0	0	0	2	21	11	0	0	0	2	0	5	1	0
PTI98_003289	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2646556;2647598;2647752;2648368;2649840	2647546;2647699;2648315;2649789;2650515	-;-;-;-;-	3755	1	7	5	0	1	26	79	44	0	0	2	3	1	27	4	0
PTI98_003290	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2650565;2651083;2651221;2651390;2651616	2651028;2651164;2651334;2651564;2651844	-;-;-;-;-	1064	0	2	4	1	0	0	318	21	2	0	0	14	0	9	3	1
PTI98_003291	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2651894;2652170;2652253;2652389;2652558;2652699;2652858;2653139;2653311	2652116;2652197;2652338;2652508;2652640;2652807;2653088;2653255;2653334	-;-;-;-;-;-;-;-;-	1021	0	0	2	0	6	0	172	64	2	0	18	6	0	20	0	1
PTI98_003292	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2659394;2659526;2659640;2659913;2660036	2659478;2659581;2659860;2659982;2660158	+;+;+;+;+	555	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PTI98_003293	CM057206.1;CM057206.1	2660136;2660852	2660790;2661076	-;-	880	0	7	0	0	0	5	54	2	9	0	0	0	0	11	0	0
PTI98_003294	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2661196;2662178;2663033;2663900;2664016	2662121;2662976;2663842;2663961;2665049	+;+;+;+;+	3631	2	29	30	0	14	41	460	299	14	0	39	6	16	116	94	9
PTI98_003295	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2664011;2665099;2665195;2665364;2665487;2665577;2665775;2665939;2666280;2666899;2667104	2665044;2665138;2665313;2665440;2665528;2665727;2665877;2666229;2666841;2667047;2667349	-;-;-;-;-;-;-;-;-;-;-	2814	3	8	8	0	4	1	284	39	2	0	14	1	13	66	17	2
PTI98_003296	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2667487;2667629;2667878;2668647;2668861;2669124;2669612;2669787;2670044;2670183;2670271	2667570;2667809;2668591;2668811;2669060;2669560;2669723;2669979;2670113;2670199;2671091	+;+;+;+;+;+;+;+;+;+;+	2994	0	10	2	0	4	16	163	59	0	1	10	10	14	51	10	0
PTI98_003297	CM057206.1;CM057206.1	2672641;2673626	2673570;2675846	+;+	3151	10	13	30	8	46	14	409	148	27	7	14	1	37	63	66	0
PTI98_003298	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2677085;2677847;2678180;2678898;2679148;2679454;2679594;2679836	2677784;2678118;2678842;2679089;2679176;2679544;2679776;2680131	-;-;-;-;-;-;-;-	2426	3	6	1	0	3	4	223	132	1	0	1	9	27	92	27	0
PTI98_003299	CM057206.1;CM057206.1;CM057206.1	2680816;2681000;2681214	2680903;2681148;2681878	+;+;+	902	11	51	37	3	23	33	963	1083	10	3	44	55	35	304	127	33
PTI98_003300	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2681198;2681198;2682269;2682269;2682601;2682601;2682831;2682831;2683061;2683388;2683652	2682202;2682202;2682540;2682540;2682780;2682780;2683061;2682987;2683296;2683590;2683671	-;-;-;-;-;-;-;-;-;-;-	2146	0	4	0	0	16	11	168	69	1	1	5	13	12	21	6	2
PTI98_003301	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2683829;2684173;2684361;2684528;2684629;2684887;2684887;2685498;2685498;2685843;2685843	2684111;2684269;2684449;2684762;2684762;2685108;2685108;2685670;2685670;2686400;2686400	+;+;+;+;+;+;+;+;+;+;+	1657	0	2	2	0	16	10	292	29	0	0	0	0	4	18	0	3
PTI98_003302	CM057206.1;CM057206.1	2686418;2687219	2687155;2687343	-;-	863	1	1	0	0	2	4	101	19	2	0	8	0	0	8	8	0
PTI98_003303	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2687393;2688463;2688982;2689181;2689766;2690059;2690469;2690744;2691091;2691274	2688406;2688920;2689116;2689566;2689891;2690222;2690655;2691007;2691215;2691399	-;-;-;-;-;-;-;-;-;-	2985	0	8	6	2	6	1	148	63	1	0	4	1	6	38	5	0
PTI98_003304	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2691265;2692266;2692376;2692548;2692747;2692885;2692982;2693181	2692216;2692326;2692491;2692685;2692833;2692917;2693124;2693557	-;-;-;-;-;-;-;-	1907	143	520	635	60	628	389	17775	7012	304	27	278	329	753	2390	674	190
PTI98_003305	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2693771;2694031;2694174;2694305;2694611;2694776	2693973;2694117;2694247;2694531;2694699;2695287	+;+;+;+;+;+	1192	0	1	4	0	8	0	113	37	0	0	0	4	16	30	1	0
PTI98_003306	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2695184;2695479;2696002;2696426;2696655;2696820;2697358;2697482	2695413;2695947;2696372;2696603;2696760;2697302;2697432;2697783	-;-;-;-;-;-;-;-	2214	2	1	0	0	1	5	62	38	0	0	7	0	5	28	3	0
PTI98_003307	CM057206.1;CM057206.1;CM057206.1	2697786;2698180;2698451	2698125;2698388;2698685	-;-;-	784	0	0	10	0	5	0	58	28	0	0	6	17	4	1	5	0
PTI98_003308	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2698735;2700144;2700267;2700437;2700551;2700685	2700089;2700215;2700388;2700497;2700637;2700950	-;-;-;-;-;-	1963	18	0	2	0	0	0	32	62	0	0	1	0	12	0	0	0
PTI98_003309	CM057206.1;CM057206.1	2701000;2701112	2701055;2701303	-;-	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTI98_003310	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2701353;2702191;2702307;2702417;2702560;2702683;2702824	2702133;2702256;2702360;2702508;2702620;2702763;2703103	-;-;-;-;-;-;-	1415	1	0	0	2	6	1	472	65	0	0	11	5	0	12	1	0
PTI98_003311	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2703153;2704233;2704360;2704511;2704658;2704773;2704903	2704174;2704307;2704452;2704602;2704718;2704853;2705054	-;-;-;-;-;-;-	1576	73	53	73	29	50	53	1392	672	46	1	103	142	176	164	139	53
PTI98_003312	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2705104;2705104;2705900;2705900;2706120;2706296;2706296;2707275;2707275;2707483;2707483;2707751;2708665;2708665;2708798;2708798	2705840;2705840;2706226;2706057;2706226;2707225;2707225;2707423;2707423;2708599;2707675;2708599;2708726;2708726;2709365;2709365	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3890	2	14	14	1	5	1	429	161	0	0	0	1	17	36	15	0
PTI98_003313	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2709375;2709375;2709738;2709738;2709965;2709965;2710172;2710172;2710563;2710563;2710869;2710869;2711045;2711045;2711132;2711132;2711445	2709686;2709686;2709907;2709907;2710117;2710117;2710509;2710509;2710812;2710812;2710986;2710986;2711081;2711081;2711595;2711171;2711595	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1842	0	12	22	0	32	116	2616	84	29	0	47	10	26	53	64	0
PTI98_003314	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2711645;2712281;2712512;2712644	2712228;2712446;2712590;2712647	-;-;-;-	833	17	69	87	4	162	51	6894	955	47	2	28	28	182	229	143	36
PTI98_003315	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2712697;2713293;2713433;2713616;2713754;2713921;2714210;2714443;2714530	2713242;2713378;2713552;2713692;2713862;2714154;2714390;2714474;2714782	-;-;-;-;-;-;-;-;-	1638	26	84	76	6	85	71	2222	880	19	13	14	56	63	429	83	61
PTI98_003316	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2714832;2715246;2715383;2715587;2715726;2716132;2716432;2716658	2715187;2715326;2715526;2715671;2716072;2716383;2716606;2717025	-;-;-;-;-;-;-;-	1808	0	6	1	0	16	8	323	34	0	0	6	1	5	2	0	0
PTI98_003317	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2717103;2717278;2717630;2718090;2718285	2717228;2717580;2718039;2718225;2718461	+;+;+;+;+	1152	0	0	0	0	0	0	48	12	0	0	0	0	4	0	2	0
PTI98_003318	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2718486;2718711;2718891;2719130;2719288;2719424	2718653;2718816;2719065;2719235;2719370;2719798	+;+;+;+;+;+	1013	0	0	0	0	0	0	1	1	2	0	0	0	3	0	0	0
PTI98_003319	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2719420;2719848;2720125;2720259;2720521;2720617;2720729;2720902;2721079;2721248;2721438;2721681;2721854;2722019;2722359;2722667;2722876;2723275;2723516;2723776	2719794;2720078;2720208;2720470;2720568;2720677;2720855;2721032;2721194;2721382;2721630;2721800;2721969;2722308;2722618;2722828;2723223;2723464;2723721;2724059	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3689	4	1	0	0	4	0	64	20	0	0	0	2	0	13	14	0
PTI98_003320	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2724109;2724834;2725259;2725537;2725903	2724778;2725211;2725484;2725855;2726293	-;-;-;-;-	1984	0	1	0	0	0	0	15	20	0	0	0	0	0	6	0	0
PTI98_003321	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2726377;2726622;2726772;2727037	2726568;2726706;2726986;2728340	+;+;+;+	1796	0	3	0	0	0	5	49	14	2	0	0	1	1	18	28	1
PTI98_003322	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2727036;2729357;2729578;2729671;2730401;2730525;2730622;2730754;2730926;2731069;2731455	2729302;2729527;2729618;2730354;2730476;2730567;2730704;2730869;2731020;2731405;2731570	-;-;-;-;-;-;-;-;-;-;-	4029	1	1	3	0	3	7	88	18	0	0	1	0	3	23	1	0
PTI98_003323	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2731620;2732149;2732282;2732386;2732509;2732619;2732757	2732090;2732223;2732335;2732453;2732569;2732705;2733013	-;-;-;-;-;-;-	1073	1	0	1	0	4	13	291	120	9	0	13	2	10	105	48	2
PTI98_003324	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2733085;2733230;2733387;2733670;2734125;2734514;2734604	2733179;2733328;2733611;2734066;2734450;2734555;2735030	+;+;+;+;+;+;+	1611	0	2	2	0	3	2	101	40	7	0	6	0	4	4	2	6
PTI98_003326	CM057206.1;CM057206.1	2734993;2735254	2735199;2736423	-;-	1377	2	1	2	3	4	14	423	35	15	0	2	22	2	13	1	0
PTI98_003327	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2738661;2739320;2739623;2740076;2740526;2740891;2741296;2741594	2739266;2739567;2740017;2740473;2740833;2741229;2741540;2741654	-;-;-;-;-;-;-;-	2600	18	29	41	6	214	349	32201	503	172	0	37	60	159	162	139	14
PTI98_003328	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2741704;2742291;2742474;2742678;2742934;2743596;2744272	2742231;2742419;2742625;2742881;2743539;2744222;2744884	-;-;-;-;-;-;-	2859	0	5	6	0	2	0	48	35	0	0	0	0	0	6	7	0
PTI98_003329	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2745256;2745394;2745658;2745790;2746113	2745281;2745606;2745735;2746057;2746600	+;+;+;+;+	1073	11	52	93	11	61	138	1765	394	69	9	66	91	74	305	106	14
PTI98_003330	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2746107;2746650;2746769;2747070	2746591;2746718;2747011;2747186	-;-;-;-	914	0	1	0	1	0	0	11	3	0	0	0	5	0	3	0	0
PTI98_003331	CM057206.1;CM057206.1;CM057206.1	2747234;2747397;2747589	2747345;2747541;2747850	-;-;-	519	2	4	0	0	7	1	88	32	0	0	0	0	0	8	0	0
PTI98_003332	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2747802;2748016;2748351;2748573;2748875;2748999	2747951;2748298;2748519;2748822;2748946;2749287	+;+;+;+;+;+	1213	0	7	4	0	0	2	58	15	0	0	0	5	1	1	0	0
PTI98_003333	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2749176;2749432;2749747;2749834;2749924;2750031;2750158;2750673;2751301	2749383;2749694;2749769;2749870;2749979;2750099;2750619;2751246;2751376	-;-;-;-;-;-;-;-;-	1768	0	1	0	0	1	9	275	53	7	0	10	6	9	58	25	12
PTI98_003334	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2751980;2752212;2752386;2752606;2752889	2752145;2752333;2752551;2752839;2753159	+;+;+;+;+	959	1	1	0	0	0	3	43	24	1	0	0	2	0	3	0	0
PTI98_003335	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2752601;2753209;2753642;2753797	2753156;2753590;2753749;2753895	-;-;-;-	1145	0	0	0	0	0	0	36	7	0	0	0	0	0	1	0	0
PTI98_003336	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2754068;2754202;2754290;2754492;2754647;2754776;2754844	2754139;2754239;2754441;2754592;2754723;2754793;2755083	+;+;+;+;+;+;+	698	0	11	7	2	7	7	100	35	1	4	1	6	0	41	4	5
PTI98_003337	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2754915;2755345;2755435;2755622	2755276;2755382;2755563;2755649	-;-;-;-	557	52	185	117	37	174	217	9454	1065	86	11	85	98	177	490	245	73
PTI98_003338	CM057206.1;CM057206.1	2755838;2756006	2755943;2756520	+;+	621	0	0	4	0	0	4	8	3	0	0	0	2	0	4	0	0
PTI98_003339	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2756546;2757164;2757442;2757547;2757649	2757113;2757390;2757490;2757592;2757700	-;-;-;-;-	942	0	0	3	0	2	1	65	21	1	0	0	6	0	10	3	0
PTI98_003340	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2757862;2758016;2758206;2758273;2758349;2758494;2758557;2758678;2758862;2758996;2759121	2757962;2758150;2758217;2758297;2758445;2758505;2758628;2758815;2758938;2759071;2760723	+;+;+;+;+;+;+;+;+;+;+	2348	3	23	8	0	4	0	88	21	1	0	5	5	7	63	10	0
PTI98_003341	CM057206.1;CM057206.1	2759511;2761752	2761651;2762021	-;-	2411	0	0	0	0	0	0	15	0	0	0	0	0	0	2	2	0
PTI98_003342	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2762276;2762452;2762758;2763310;2763377;2763491;2763743;2763969;2764097;2764530;2764952	2762392;2762697;2763253;2763323;2763429;2763690;2763919;2764044;2764479;2764898;2765165	+;+;+;+;+;+;+;+;+;+;+	2345	21	77	57	10	22	53	3310	736	38	10	48	81	60	227	90	5
PTI98_003343	CM057206.1;CM057206.1;CM057206.1	2765206;2765340;2765626	2765289;2765573;2766074	+;+;+	767	6	0	0	0	0	0	20	9	4	0	1	3	0	6	2	0
PTI98_003344	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2766124;2766472;2767064;2767287;2767530;2767781;2768108;2768341;2768774;2769146;2769786	2766416;2767008;2767229;2767471;2767735;2768052;2768292;2768718;2769089;2769729;2770331	+;+;+;+;+;+;+;+;+;+;+	3668	15	2	0	0	2	2	33	13	0	0	9	1	0	22	3	0
PTI98_003345	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2769779;2770381;2770552;2770816;2771014;2771183;2771535;2771670;2771790;2771901;2771994;2772305;2772493;2772859;2773048;2773194;2773278;2773494;2773673;2773826;2773965	2770315;2770498;2770765;2770952;2771132;2771481;2771616;2771734;2771845;2771946;2772248;2772437;2772796;2772995;2773136;2773219;2773444;2773619;2773767;2773912;2774558	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3686	0	0	0	0	0	0	23	8	0	0	1	6	0	6	5	0
PTI98_003346	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2774735;2774946;2775215;2775367;2775624;2775823	2774873;2775154;2775315;2775560;2775767;2776875	+;+;+;+;+;+	1840	11	6	0	9	2	11	100	70	0	0	3	4	2	58	24	1
PTI98_003347	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2778292;2778582;2778688;2778802	2778520;2778627;2778751;2779171	+;+;+;+	709	8	0	0	0	0	0	47	25	0	0	0	3	8	9	0	0
PTI98_003348	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2779221;2779479;2779610;2779684	2779363;2779545;2779630;2780006	+;+;+;+	554	0	5	3	0	0	0	89	16	0	0	0	0	0	14	4	1
PTI98_003349	CM057206.1;CM057206.1	2780056;2780530	2780419;2781066	+;+	901	0	22	16	5	28	24	883	253	22	12	7	5	20	181	41	0
PTI98_003350	CM057206.1;CM057206.1;CM057206.1;CM057206.1	2781116;2781321;2781508;2781634	2781256;2781442;2781574;2781893	+;+;+;+	590	0	5	0	2	5	3	434	9	5	0	3	1	4	10	1	0
PTI98_003351	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2781854;2782186;2782442;2782638;2784491;2785884;2786689;2786873	2782131;2782390;2782588;2784433;2785831;2786637;2786814;2786886	-;-;-;-;-;-;-;-	4661	0	9	14	8	20	14	605	279	7	0	29	30	24	178	84	10
PTI98_003352	CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1;CM057206.1	2786936;2787329;2787444;2787573;2787667;2787794;2787923	2787275;2787384;2787514;2787600;2787744;2787871;2787955	-;-;-;-;-;-;-	684	4	13	35	7	19	29	904	197	16	0	18	20	22	107	35	17
PTI98_003353	CM057206.1;CM057206.1	2788353;2788555	2788497;2790272	+;+	1863	0	0	0	0	3	0	4	7	0	0	0	0	1	1	2	0
