gene_id	protein_id	ontology	term_id	term_name
AAD021_003189	KAN1675489.1	GO_MF	GO:0004707	MAP kinase activity
AAD021_003189	KAN1675489.1	GO_MF	GO:0106310	protein serine kinase activity
AAD021_003189	KAN1675489.1	GO_MF	GO:0004674	protein serine/threonine kinase activity
AAD021_003189	KAN1675489.1	GO_BP	GO:0034599	cellular response to oxidative stress
AAD021_003189	KAN1675489.1	GO_BP	GO:0006351	DNA-templated transcription
AAD021_003189	KAN1675489.1	GO_BP	GO:0007231	osmosensory signaling pathway
AAD021_003189	KAN1675489.1	GO_BP	GO:0051403	stress-activated MAPK cascade
AAD021_003190	KAN1675490.1	GO_CC	GO:0005741	mitochondrial outer membrane
AAD021_003190	KAN1675490.1	GO_CC	GO:0005739	mitochondrion
AAD021_003190	KAN1675490.1	GO_MF	GO:0004128	cytochrome-b5 reductase activity, acting on NAD(P)H
AAD021_003190	KAN1675490.1	GO_MF	GO:0090524	cytochrome-b5 reductase activity, acting on NADH
AAD021_003190	KAN1675490.1	KEGG	map00541	Biosynthesis of various nucleotide sugars
AAD021_003194	KAN1675494.1	GO_CC	GO:0005829	cytosol
AAD021_003194	KAN1675494.1	GO_CC	GO:0005634	nucleus
AAD021_003194	KAN1675494.1	GO_MF	GO:0004843	cysteine-type deubiquitinase activity
AAD021_003194	KAN1675494.1	GO_BP	GO:0045013	carbon catabolite repression of transcription
AAD021_003194	KAN1675494.1	GO_BP	GO:0016579	protein deubiquitination
AAD021_003194	KAN1675494.1	GO_BP	GO:0031647	regulation of protein stability
AAD021_003194	KAN1675494.1	GO_BP	GO:0006511	ubiquitin-dependent protein catabolic process
AAD021_003196	KAN1675496.1	GO_CC	GO:0005737	cytoplasm
AAD021_003196	KAN1675496.1	GO_MF	GO:0004816	asparagine-tRNA ligase activity
AAD021_003196	KAN1675496.1	GO_MF	GO:0005524	ATP binding
AAD021_003196	KAN1675496.1	GO_MF	GO:0003676	nucleic acid binding
AAD021_003196	KAN1675496.1	GO_BP	GO:0006421	asparaginyl-tRNA aminoacylation
AAD021_003201	KAN1675501.1	GO_CC	GO:0036064	ciliary basal body
AAD021_003201	KAN1675501.1	GO_CC	GO:0005737	cytoplasm
AAD021_003201	KAN1675501.1	GO_CC	GO:0005829	cytosol
AAD021_003201	KAN1675501.1	GO_CC	GO:0098978	glutamatergic synapse
AAD021_003201	KAN1675501.1	GO_CC	GO:0030496	midbody
AAD021_003201	KAN1675501.1	GO_CC	GO:0016607	nuclear speck
AAD021_003201	KAN1675501.1	GO_CC	GO:0005654	nucleoplasm
AAD021_003201	KAN1675501.1	GO_CC	GO:0005634	nucleus
AAD021_003201	KAN1675501.1	GO_CC	GO:0099524	postsynaptic cytosol
AAD021_003201	KAN1675501.1	GO_MF	GO:0008013	beta-catenin binding
AAD021_003201	KAN1675501.1	GO_MF	GO:0016859	cis-trans isomerase activity
AAD021_003201	KAN1675501.1	GO_MF	GO:0003774	cytoskeletal motor activity
AAD021_003201	KAN1675501.1	GO_MF	GO:0032794	GTPase activating protein binding
AAD021_003201	KAN1675501.1	GO_MF	GO:0031434	mitogen-activated protein kinase kinase binding
AAD021_003201	KAN1675501.1	GO_MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
AAD021_003201	KAN1675501.1	GO_MF	GO:0051219	phosphoprotein binding
AAD021_003201	KAN1675501.1	GO_MF	GO:0050815	phosphoserine residue binding
AAD021_003201	KAN1675501.1	GO_MF	GO:0050816	phosphothreonine residue binding
AAD021_003201	KAN1675501.1	GO_MF	GO:0048156	tau protein binding
AAD021_003201	KAN1675501.1	GO_MF	GO:1990757	ubiquitin ligase activator activity
AAD021_003201	KAN1675501.1	GO_BP	GO:0071456	cellular response to hypoxia
AAD021_003201	KAN1675501.1	GO_BP	GO:1902430	negative regulation of amyloid-beta formation
AAD021_003201	KAN1675501.1	GO_BP	GO:1903444	negative regulation of brown fat cell differentiation
AAD021_003201	KAN1675501.1	GO_BP	GO:2000146	negative regulation of cell motility
AAD021_003201	KAN1675501.1	GO_BP	GO:0070373	negative regulation of ERK1 and ERK2 cascade
AAD021_003201	KAN1675501.1	GO_BP	GO:0042177	negative regulation of protein catabolic process
AAD021_003201	KAN1675501.1	GO_BP	GO:0060392	negative regulation of SMAD protein signal transduction
AAD021_003201	KAN1675501.1	GO_BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
AAD021_003201	KAN1675501.1	GO_BP	GO:0030182	neuron differentiation
AAD021_003201	KAN1675501.1	GO_BP	GO:0090263	positive regulation of canonical Wnt signaling pathway
AAD021_003201	KAN1675501.1	GO_BP	GO:0001934	positive regulation of protein phosphorylation
AAD021_003201	KAN1675501.1	GO_BP	GO:0045944	positive regulation of transcription by RNA polymerase II
AAD021_003201	KAN1675501.1	GO_BP	GO:0031648	protein destabilization
AAD021_003201	KAN1675501.1	GO_BP	GO:0000413	protein peptidyl-prolyl isomerization
AAD021_003201	KAN1675501.1	GO_BP	GO:0050821	protein stabilization
AAD021_003201	KAN1675501.1	GO_BP	GO:0006626	protein targeting to mitochondrion
AAD021_003201	KAN1675501.1	GO_BP	GO:0032465	regulation of cytokinesis
AAD021_003201	KAN1675501.1	GO_BP	GO:0010468	regulation of gene expression
AAD021_003201	KAN1675501.1	GO_BP	GO:0007088	regulation of mitotic nuclear division
AAD021_003201	KAN1675501.1	GO_BP	GO:1900180	regulation of protein localization to nucleus
AAD021_003201	KAN1675501.1	GO_BP	GO:0031647	regulation of protein stability
AAD021_003201	KAN1675501.1	GO_BP	GO:0001666	response to hypoxia
AAD021_003201	KAN1675501.1	GO_BP	GO:0007266	Rho protein signal transduction
AAD021_003201	KAN1675501.1	GO_BP	GO:0050808	synapse organization
AAD021_003204	KAN1675504.1	GO_CC	GO:0005829	cytosol
AAD021_003204	KAN1675504.1	GO_MF	GO:0003978	UDP-glucose 4-epimerase activity
AAD021_003204	KAN1675504.1	GO_MF	GO:0003974	UDP-N-acetylglucosamine 4-epimerase activity
AAD021_003204	KAN1675504.1	GO_BP	GO:0033499	galactose catabolic process via UDP-galactose, Leloir pathway
AAD021_003204	KAN1675504.1	GO_BP	GO:0120530	UDP-alpha-D-glucose biosynthetic process
AAD021_003204	KAN1675504.1	GO_BP	GO:0052574	UDP-galactose biosynthetic process
AAD021_003204	KAN1675504.1	GO_BP	GO:0019277	UDP-N-acetylgalactosamine biosynthetic process
AAD021_003204	KAN1675504.1	GO_BP	GO:0006048	UDP-N-acetylglucosamine biosynthetic process
AAD021_003205	KAN1675505.1	GO_CC	GO:0000781	chromosome, telomeric region
AAD021_003205	KAN1675505.1	GO_CC	GO:0005737	cytoplasm
AAD021_003205	KAN1675505.1	GO_CC	GO:0005829	cytosol
AAD021_003205	KAN1675505.1	GO_CC	GO:0016363	nuclear matrix
AAD021_003205	KAN1675505.1	GO_CC	GO:0016607	nuclear speck
AAD021_003205	KAN1675505.1	GO_CC	GO:0005634	nucleus
AAD021_003205	KAN1675505.1	GO_CC	GO:0000347	THO complex
AAD021_003205	KAN1675505.1	GO_CC	GO:0000445	THO complex part of transcription export complex
AAD021_003205	KAN1675505.1	GO_CC	GO:0000346	transcription export complex
AAD021_003205	KAN1675505.1	GO_MF	GO:0003677	DNA binding
AAD021_003205	KAN1675505.1	GO_MF	GO:0042802	identical protein binding
AAD021_003205	KAN1675505.1	GO_MF	GO:0003723	RNA binding
AAD021_003205	KAN1675505.1	GO_BP	GO:0006915	apoptotic process
AAD021_003205	KAN1675505.1	GO_BP	GO:0006351	DNA-templated transcription
AAD021_003205	KAN1675505.1	GO_BP	GO:0006406	mRNA export from nucleus
AAD021_003205	KAN1675505.1	GO_BP	GO:0006397	mRNA processing
AAD021_003205	KAN1675505.1	GO_BP	GO:0008380	RNA splicing
AAD021_003205	KAN1675505.1	GO_BP	GO:0007165	signal transduction
AAD021_003207	KAN1675507.1	GO_CC	GO:0005737	cytoplasm
AAD021_003207	KAN1675507.1	GO_CC	GO:0005829	cytosol
AAD021_003207	KAN1675507.1	GO_CC	GO:0005634	nucleus
AAD021_003207	KAN1675507.1	GO_MF	GO:0032440	2-alkenal reductase [NAD(P)H] activity
AAD021_003207	KAN1675507.1	GO_MF	GO:0035925	mRNA 3'-UTR AU-rich region binding
AAD021_003207	KAN1675507.1	GO_MF	GO:0003960	quinone reductase (NADPH) activity
AAD021_003207	KAN1675507.1	GO_MF	GO:0008270	zinc ion binding
AAD021_003207	KAN1675507.1	GO_BP	GO:0034599	cellular response to oxidative stress
AAD021_003210	KAN1675510.1	GO_CC	GO:0016020	membrane
AAD021_003210	KAN1675510.1	GO_MF	GO:0020037	heme binding
AAD021_003210	KAN1675510.1	GO_MF	GO:0005506	iron ion binding
AAD021_003210	KAN1675510.1	GO_MF	GO:0004497	monooxygenase activity
AAD021_003210	KAN1675510.1	GO_MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
AAD021_003210	KAN1675510.1	GO_BP	GO:0016114	terpenoid biosynthetic process
AAD021_003215	KAN1675515.1	GO_CC	GO:0016020	membrane
AAD021_003215	KAN1675515.1	GO_CC	GO:0005774	vacuolar membrane
AAD021_003215	KAN1675515.1	GO_MF	GO:0008324	monoatomic cation transmembrane transporter activity
AAD021_003216	KAN1675516.1	GO_CC	GO:0015629	actin cytoskeleton
AAD021_003216	KAN1675516.1	GO_CC	GO:0005813	centrosome
AAD021_003216	KAN1675516.1	GO_CC	GO:0032154	cleavage furrow
AAD021_003216	KAN1675516.1	GO_CC	GO:0005737	cytoplasm
AAD021_003216	KAN1675516.1	GO_CC	GO:0005829	cytosol
AAD021_003216	KAN1675516.1	GO_CC	GO:0072686	mitotic spindle
AAD021_003216	KAN1675516.1	GO_CC	GO:0005634	nucleus
AAD021_003216	KAN1675516.1	GO_MF	GO:0003779	actin binding
AAD021_003216	KAN1675516.1	GO_MF	GO:0005524	ATP binding
AAD021_003216	KAN1675516.1	GO_MF	GO:0046872	metal ion binding
AAD021_003216	KAN1675516.1	GO_MF	GO:0004672	protein kinase activity
AAD021_003216	KAN1675516.1	GO_MF	GO:0106310	protein serine kinase activity
AAD021_003216	KAN1675516.1	GO_MF	GO:0004674	protein serine/threonine kinase activity
AAD021_003216	KAN1675516.1	GO_BP	GO:0051301	cell division
AAD021_003216	KAN1675516.1	GO_BP	GO:0035329	hippo signaling
AAD021_003216	KAN1675516.1	GO_BP	GO:0006972	hyperosmotic response
AAD021_003216	KAN1675516.1	GO_BP	GO:0035556	intracellular signal transduction
AAD021_003216	KAN1675516.1	GO_BP	GO:0051781	positive regulation of cell division
AAD021_003216	KAN1675516.1	GO_BP	GO:1903438	positive regulation of mitotic cytokinetic process
AAD021_003216	KAN1675516.1	GO_BP	GO:0006468	protein phosphorylation
AAD021_003216	KAN1675516.1	GO_BP	GO:0032956	regulation of actin cytoskeleton organization
AAD021_003216	KAN1675516.1	GO_BP	GO:0031156	regulation of sorocarp development
AAD021_003217	KAN1675517.1	GO_CC	GO:0030123	AP-3 adaptor complex
AAD021_003217	KAN1675517.1	GO_CC	GO:0030424	axon
AAD021_003217	KAN1675517.1	GO_CC	GO:1904115	axon cytoplasm
AAD021_003217	KAN1675517.1	GO_CC	GO:0005769	early endosome
AAD021_003217	KAN1675517.1	GO_CC	GO:0010008	endosome membrane
AAD021_003217	KAN1675517.1	GO_CC	GO:0098978	glutamatergic synapse
AAD021_003217	KAN1675517.1	GO_CC	GO:0000139	Golgi membrane
AAD021_003217	KAN1675517.1	GO_CC	GO:0098794	postsynapse
AAD021_003217	KAN1675517.1	GO_CC	GO:0098793	presynapse
AAD021_003217	KAN1675517.1	GO_CC	GO:0098830	presynaptic endosome
AAD021_003217	KAN1675517.1	GO_CC	GO:0043195	terminal bouton
AAD021_003217	KAN1675517.1	GO_CC	GO:0005802	trans-Golgi network
AAD021_003217	KAN1675517.1	GO_BP	GO:0008089	anterograde axonal transport
AAD021_003217	KAN1675517.1	GO_BP	GO:0048490	anterograde synaptic vesicle transport
AAD021_003217	KAN1675517.1	GO_BP	GO:0019882	antigen processing and presentation
AAD021_003217	KAN1675517.1	GO_BP	GO:0048007	antigen processing and presentation, exogenous lipid antigen via MHC class Ib
AAD021_003217	KAN1675517.1	GO_BP	GO:0035654	clathrin-coated vesicle cargo loading, AP-3-mediated
AAD021_003217	KAN1675517.1	GO_BP	GO:0035646	endosome to melanosome transport
AAD021_003217	KAN1675517.1	GO_BP	GO:0006896	Golgi to vacuole transport
AAD021_003217	KAN1675517.1	GO_BP	GO:0006886	intracellular protein transport
AAD021_003217	KAN1675517.1	GO_BP	GO:1903232	melanosome assembly
AAD021_003217	KAN1675517.1	GO_BP	GO:0098943	neurotransmitter receptor transport, postsynaptic endosome to lysosome
AAD021_003217	KAN1675517.1	GO_BP	GO:0060155	platelet dense granule organization
AAD021_003217	KAN1675517.1	GO_BP	GO:0051138	positive regulation of NK T cell differentiation
AAD021_003217	KAN1675517.1	GO_BP	GO:0072657	protein localization to membrane
AAD021_003217	KAN1675517.1	GO_BP	GO:0006605	protein targeting
AAD021_003217	KAN1675517.1	GO_BP	GO:0006623	protein targeting to vacuole
AAD021_003217	KAN1675517.1	GO_BP	GO:0016182	synaptic vesicle budding from endosome
AAD021_003217	KAN1675517.1	GO_BP	GO:0016183	synaptic vesicle coating
AAD021_003217	KAN1675517.1	GO_BP	GO:0048499	synaptic vesicle membrane organization
AAD021_003217	KAN1675517.1	GO_BP	GO:0036465	synaptic vesicle recycling
AAD021_003217	KAN1675517.1	GO_BP	GO:0016192	vesicle-mediated transport
AAD021_003217	KAN1675517.1	GO_BP	GO:0140916	zinc ion import into lysosome
AAD021_003219	KAN1675519.1	GO_MF	GO:0000166	nucleotide binding
AAD021_003219	KAN1675519.1	GO_MF	GO:0016651	oxidoreductase activity, acting on NAD(P)H
AAD021_003220	KAN1675520.1	GO_MF	GO:0050660	flavin adenine dinucleotide binding
AAD021_003220	KAN1675520.1	GO_MF	GO:0004499	N,N-dimethylaniline monooxygenase activity
AAD021_003220	KAN1675520.1	GO_MF	GO:0050661	NADP binding
AAD021_003221	KAN1675521.1	GO_CC	GO:0005886	plasma membrane
AAD021_003221	KAN1675521.1	GO_MF	GO:0008047	enzyme activator activity
AAD021_003221	KAN1675521.1	GO_BP	GO:0006031	chitin biosynthetic process
AAD021_003223	KAN1675523.1	GO_CC	GO:0005759	mitochondrial matrix
AAD021_003223	KAN1675523.1	GO_CC	GO:0005739	mitochondrion
AAD021_003223	KAN1675523.1	GO_MF	GO:0005524	ATP binding
AAD021_003223	KAN1675523.1	GO_MF	GO:0046872	metal ion binding
AAD021_003223	KAN1675523.1	GO_MF	GO:0004485	methylcrotonoyl-CoA carboxylase activity
AAD021_003223	KAN1675523.1	GO_BP	GO:0006552	L-leucine catabolic process
AAD021_003223	KAN1675523.1	KEGG	map00280	Valine, leucine and isoleucine degradation
AAD021_003223	KAN1675523.1	KEGG	map01100	Metabolic pathways
AAD021_003227	KAN1675526.1	GO_CC	GO:0042729	DASH complex
AAD021_003227	KAN1675526.1	GO_CC	GO:0000776	kinetochore
AAD021_003227	KAN1675526.1	GO_CC	GO:0005874	microtubule
AAD021_003227	KAN1675526.1	GO_CC	GO:0072686	mitotic spindle
AAD021_003227	KAN1675526.1	GO_CC	GO:0044732	mitotic spindle pole body
AAD021_003227	KAN1675526.1	GO_BP	GO:0051315	attachment of mitotic spindle microtubules to kinetochore
AAD021_003227	KAN1675526.1	GO_BP	GO:0051301	cell division
AAD021_003227	KAN1675526.1	GO_BP	GO:1990758	mitotic sister chromatid biorientation
AAD021_003227	KAN1675526.1	GO_BP	GO:1990976	protein transport along microtubule to mitotic spindle pole body
AAD021_003228	KAN1675527.1	GO_MF	GO:0008810	cellulase activity
AAD021_003228	KAN1675527.1	GO_MF	GO:0030248	cellulose binding
AAD021_003228	KAN1675527.1	GO_BP	GO:0030245	cellulose catabolic process
AAD021_003228	KAN1675527.1	KEGG	map00500	Starch and sucrose metabolism
AAD021_003228	KAN1675527.1	KEGG	map01100	Metabolic pathways
AAD021_003232	KAN1675530.1	GO_MF	GO:0071949	FAD binding
AAD021_003232	KAN1675530.1	GO_MF	GO:0016491	oxidoreductase activity
AAD021_003232	KAN1675530.1	GO_BP	GO:0106150	zearalenone biosynthetic process
AAD021_003235	KAN1675533.1	GO_CC	GO:0005829	cytosol
AAD021_003235	KAN1675533.1	GO_CC	GO:0005634	nucleus
AAD021_003235	KAN1675533.1	GO_MF	GO:0043892	methylglyoxal reductase (NADPH) activity
AAD021_003235	KAN1675533.1	GO_MF	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
AAD021_003235	KAN1675533.1	GO_BP	GO:0061727	methylglyoxal catabolic process to lactate
AAD021_003236	KAN1675534.1	GO_CC	GO:0016020	membrane
AAD021_003236	KAN1675534.1	GO_MF	GO:0102985	acyl-CoA (9+3)-desaturase activity
AAD021_003236	KAN1675534.1	GO_MF	GO:0016491	oxidoreductase activity
AAD021_003236	KAN1675534.1	GO_BP	GO:0006633	fatty acid biosynthetic process
AAD021_003236	KAN1675534.1	GO_BP	GO:0006636	unsaturated fatty acid biosynthetic process
AAD021_003238	KAN1675536.1	GO_MF	GO:0005524	ATP binding
AAD021_003238	KAN1675536.1	GO_MF	GO:0016491	oxidoreductase activity
AAD021_003238	KAN1675536.1	GO_MF	GO:0031177	phosphopantetheine binding
AAD021_003239	KAN1675537.1	GO_MF	GO:0071949	FAD binding
AAD021_003239	KAN1675537.1	GO_MF	GO:0016491	oxidoreductase activity
AAD021_003239	KAN1675537.1	GO_BP	GO:0106150	zearalenone biosynthetic process
AAD021_003240	KAN1675538.1	GO_CC	GO:0016020	membrane
AAD021_003240	KAN1675538.1	GO_MF	GO:0102859	acyl-lipid omega-3 desaturase (cytochrome b5) activity
AAD021_003240	KAN1675538.1	GO_MF	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
AAD021_003240	KAN1675538.1	GO_BP	GO:0036109	alpha-linolenic acid metabolic process
AAD021_003240	KAN1675538.1	GO_BP	GO:0006636	unsaturated fatty acid biosynthetic process
AAD021_003241	KAN1675539.1	GO_CC	GO:0005737	cytoplasm
AAD021_003241	KAN1675539.1	GO_CC	GO:0005634	nucleus
AAD021_003241	KAN1675539.1	GO_MF	GO:0050660	flavin adenine dinucleotide binding
AAD021_003241	KAN1675539.1	GO_MF	GO:0106414	mRNA dihydrouridine synthase activity
AAD021_003241	KAN1675539.1	GO_MF	GO:0017150	tRNA dihydrouridine synthase activity
AAD021_003241	KAN1675539.1	GO_MF	GO:0102264	tRNA-dihydrouridine20 synthase activity
AAD021_003241	KAN1675539.1	GO_BP	GO:0006397	mRNA processing
AAD021_003241	KAN1675539.1	GO_BP	GO:0002943	tRNA dihydrouridine synthesis
AAD021_003244	KAN1675542.1	GO_CC	GO:0005886	plasma membrane
AAD021_003244	KAN1675542.1	GO_MF	GO:0005351	carbohydrate:proton symporter activity
AAD021_003244	KAN1675542.1	GO_MF	GO:0055056	D-glucose transmembrane transporter activity
AAD021_003248	KAN1675546.1	GO_CC	GO:0005829	cytosol
AAD021_003248	KAN1675546.1	GO_MF	GO:0019239	deaminase activity
AAD021_003249	KAN1675547.1	GO_CC	GO:0005832	chaperonin-containing T-complex
AAD021_003249	KAN1675547.1	GO_CC	GO:0005856	cytoskeleton
AAD021_003249	KAN1675547.1	GO_CC	GO:0005829	cytosol
AAD021_003249	KAN1675547.1	GO_CC	GO:0005634	nucleus
AAD021_003249	KAN1675547.1	GO_MF	GO:0005524	ATP binding
AAD021_003249	KAN1675547.1	GO_MF	GO:0016887	ATP hydrolysis activity
AAD021_003249	KAN1675547.1	GO_MF	GO:0140662	ATP-dependent protein folding chaperone
AAD021_003249	KAN1675547.1	GO_MF	GO:0051082	unfolded protein binding
AAD021_003249	KAN1675547.1	GO_BP	GO:0006457	protein folding
AAD021_003250	KAN1675548.1	GO_CC	GO:0005737	cytoplasm
AAD021_003250	KAN1675548.1	GO_CC	GO:0005834	heterotrimeric G-protein complex
AAD021_003250	KAN1675548.1	GO_MF	GO:0001664	G protein-coupled receptor binding
AAD021_003250	KAN1675548.1	GO_MF	GO:0031683	G-protein beta/gamma-subunit complex binding
AAD021_003250	KAN1675548.1	GO_MF	GO:0005525	GTP binding
AAD021_003250	KAN1675548.1	GO_MF	GO:0003924	GTPase activity
AAD021_003250	KAN1675548.1	GO_MF	GO:0046872	metal ion binding
AAD021_003250	KAN1675548.1	GO_BP	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway
AAD021_003251	KAN1675549.1	GO_CC	GO:0005576	extracellular region
AAD021_003251	KAN1675549.1	GO_MF	GO:0046872	metal ion binding
AAD021_003251	KAN1675549.1	GO_MF	GO:0004497	monooxygenase activity
AAD021_003251	KAN1675549.1	GO_BP	GO:0030245	cellulose catabolic process
AAD021_003252	KAN1675550.1	GO_CC	GO:0005576	extracellular region
AAD021_003252	KAN1675550.1	GO_MF	GO:0046872	metal ion binding
AAD021_003252	KAN1675550.1	GO_MF	GO:0004497	monooxygenase activity
AAD021_003252	KAN1675550.1	GO_BP	GO:0030245	cellulose catabolic process
AAD021_003253	KAN1675551.1	GO_CC	GO:0005737	cytoplasm
AAD021_003253	KAN1675551.1	GO_MF	GO:0005524	ATP binding
AAD021_003253	KAN1675551.1	GO_MF	GO:0016887	ATP hydrolysis activity
AAD021_003254	KAN1675552.1	GO_CC	GO:0005829	cytosol
AAD021_003254	KAN1675552.1	GO_CC	GO:0005634	nucleus
AAD021_003254	KAN1675552.1	GO_CC	GO:0019773	proteasome core complex, alpha-subunit complex
AAD021_003254	KAN1675552.1	GO_BP	GO:0010498	proteasomal protein catabolic process
AAD021_003254	KAN1675552.1	GO_BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
AAD021_003255	KAN1675553.1	GO_CC	GO:0005794	Golgi apparatus
AAD021_003255	KAN1675553.1	GO_CC	GO:0000139	Golgi membrane
AAD021_003255	KAN1675553.1	GO_CC	GO:0017119	Golgi transport complex
AAD021_003255	KAN1675553.1	GO_CC	GO:0009506	plasmodesma
AAD021_003255	KAN1675553.1	GO_MF	GO:0042803	protein homodimerization activity
AAD021_003255	KAN1675553.1	GO_BP	GO:0007030	Golgi organization
AAD021_003255	KAN1675553.1	GO_BP	GO:0048193	Golgi vesicle transport
AAD021_003255	KAN1675553.1	GO_BP	GO:0006891	intra-Golgi vesicle-mediated transport
AAD021_003255	KAN1675553.1	GO_BP	GO:0009860	pollen tube growth
AAD021_003255	KAN1675553.1	GO_BP	GO:0015031	protein transport
AAD021_003257	KAN1675554.1	GO_MF	GO:0008934	inositol monophosphate 1-phosphatase activity
AAD021_003257	KAN1675554.1	GO_MF	GO:0046872	metal ion binding
AAD021_003257	KAN1675554.1	GO_BP	GO:0006020	inositol metabolic process
AAD021_003257	KAN1675554.1	GO_BP	GO:0032787	monocarboxylic acid metabolic process
AAD021_003257	KAN1675554.1	GO_BP	GO:0046854	phosphatidylinositol phosphate biosynthetic process
AAD021_003257	KAN1675554.1	GO_BP	GO:0007165	signal transduction
AAD021_003261	KAN1675558.1	GO_CC	GO:0005829	cytosol
AAD021_003261	KAN1675558.1	GO_CC	GO:0005634	nucleus
AAD021_003261	KAN1675558.1	GO_MF	GO:0004001	adenosine kinase activity
AAD021_003261	KAN1675558.1	GO_MF	GO:0005524	ATP binding
AAD021_003261	KAN1675558.1	GO_BP	GO:0044209	AMP salvage
AAD021_003261	KAN1675558.1	GO_BP	GO:0006144	purine nucleobase metabolic process
AAD021_003261	KAN1675558.1	GO_BP	GO:0006166	purine ribonucleoside salvage
AAD021_003261	KAN1675558.1	KEGG	map00230	Purine metabolism
AAD021_003261	KAN1675558.1	KEGG	map01100	Metabolic pathways
AAD021_003262	KAN1675559.1	GO_CC	GO:0005576	extracellular region
AAD021_003262	KAN1675559.1	GO_MF	GO:0008810	cellulase activity
AAD021_003262	KAN1675559.1	GO_MF	GO:0030248	cellulose binding
AAD021_003262	KAN1675559.1	GO_BP	GO:0030245	cellulose catabolic process
AAD021_003262	KAN1675559.1	KEGG	map00500	Starch and sucrose metabolism
AAD021_003262	KAN1675559.1	KEGG	map01100	Metabolic pathways
AAD021_003263	KAN1675560.1	GO_CC	GO:0005576	extracellular region
AAD021_003263	KAN1675560.1	GO_MF	GO:0008810	cellulase activity
AAD021_003263	KAN1675560.1	GO_MF	GO:0030248	cellulose binding
AAD021_003263	KAN1675560.1	GO_BP	GO:0030245	cellulose catabolic process
AAD021_003263	KAN1675560.1	KEGG	map00500	Starch and sucrose metabolism
AAD021_003263	KAN1675560.1	KEGG	map01100	Metabolic pathways
AAD021_003265	KAN1675562.1	GO_CC	GO:0005737	cytoplasm
AAD021_003265	KAN1675562.1	GO_CC	GO:0000329	fungal-type vacuole membrane
AAD021_003265	KAN1675562.1	GO_CC	GO:0030874	nucleolar chromatin
AAD021_003265	KAN1675562.1	GO_CC	GO:0031931	TORC1 complex
AAD021_003265	KAN1675562.1	GO_MF	GO:0030674	protein-macromolecule adaptor activity
AAD021_003265	KAN1675562.1	GO_BP	GO:0071230	cellular response to amino acid stimulus
AAD021_003265	KAN1675562.1	GO_BP	GO:0009267	cellular response to starvation
AAD021_003265	KAN1675562.1	GO_BP	GO:0051321	meiotic cell cycle
AAD021_003265	KAN1675562.1	GO_BP	GO:0030307	positive regulation of cell growth
AAD021_003265	KAN1675562.1	GO_BP	GO:0031139	positive regulation of conjugation with cellular fusion
AAD021_003265	KAN1675562.1	GO_BP	GO:0010506	regulation of autophagy
AAD021_003265	KAN1675562.1	GO_BP	GO:0051726	regulation of cell cycle
AAD021_003265	KAN1675562.1	GO_BP	GO:0001558	regulation of cell growth
AAD021_003265	KAN1675562.1	GO_BP	GO:0007584	response to nutrient
AAD021_003265	KAN1675562.1	GO_BP	GO:0030435	sporulation resulting in formation of a cellular spore
AAD021_003265	KAN1675562.1	GO_BP	GO:0031929	TOR signaling
AAD021_003265	KAN1675562.1	GO_BP	GO:0038202	TORC1 signaling
AAD021_003266	KAN1675563.1	GO_CC	GO:0005730	nucleolus
AAD021_003266	KAN1675563.1	GO_MF	GO:0005525	GTP binding
AAD021_003266	KAN1675563.1	GO_BP	GO:0042254	ribosome biogenesis
AAD021_003267	KAN1675564.1	GO_CC	GO:0000015	phosphopyruvate hydratase complex
AAD021_003267	KAN1675564.1	GO_MF	GO:0000287	magnesium ion binding
AAD021_003267	KAN1675564.1	GO_MF	GO:0004634	phosphopyruvate hydratase activity
AAD021_003267	KAN1675564.1	GO_BP	GO:0006096	glycolytic process
AAD021_003267	KAN1675564.1	KEGG	map01100	Metabolic pathways
AAD021_003267	KAN1675564.1	KEGG	map01120	Microbial metabolism in diverse environments
AAD021_003267	KAN1675564.1	KEGG	map00010	Glycolysis / Gluconeogenesis
AAD021_003267	KAN1675564.1	KEGG	map01110	Biosynthesis of secondary metabolites
AAD021_003267	KAN1675564.1	KEGG	map00680	Methane metabolism
AAD021_003271	KAN1675568.1	GO_CC	GO:0005938	cell cortex
AAD021_003271	KAN1675568.1	GO_CC	GO:0031252	cell leading edge
AAD021_003271	KAN1675568.1	GO_CC	GO:0005829	cytosol
AAD021_003271	KAN1675568.1	GO_CC	GO:0005886	plasma membrane
AAD021_003271	KAN1675568.1	GO_MF	GO:0005524	ATP binding
AAD021_003271	KAN1675568.1	GO_MF	GO:0004691	cAMP-dependent protein kinase activity
AAD021_003271	KAN1675568.1	GO_MF	GO:0031005	filamin binding
AAD021_003271	KAN1675568.1	GO_MF	GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding
AAD021_003271	KAN1675568.1	GO_MF	GO:0030295	protein kinase activator activity
