gene,tau,top_tissue,mean_Exuding mycelium,mean_Exudophore,mean_Fuzzy mycelium,mean_Nodule
PTI98_001028,0.3791065348360371,Exudophore,8.546,17.999,11.485,13.495
PTI98_001033,0.7700326735266104,Nodule,12.826,8.161,8.459,42.681
PTI98_001039,0.7032688692714905,Exudophore,10.696,61.851,20.934,23.43
PTI98_001046,0.7070444512496188,Exudophore,23.209,76.462,27.077,16.914
PTI98_001052,0.4392634687850507,Exuding mycelium,20.505,7.997,15.79,10.707
PTI98_001054,0.3408454990218275,Fuzzy mycelium,7.873,10.497,12.336,6.024
PTI98_001056,0.7991530006201044,Nodule,6.814,0.749,1.107,14.389
PTI98_001057,0.7067427209486649,Nodule,10.678,1.498,4.415,18.859
PTI98_001065,0.3492835095778554,Nodule,12.571,7.248,11.127,15.852
PTI98_001068,0.31574106045619643,Nodule,19.113,11.741,23.315,26.388
PTI98_001073,0.791340932919628,Nodule,44.73,0.0,1.205,73.382
PTI98_001075,0.2850988068632754,Nodule,17.848,19.242,21.239,27.197
PTI98_001076,0.45218018538521826,Nodule,7.881,5.077,11.07,14.62
PTI98_001078,0.5515315512173344,Exudophore,13.537,37.001,24.632,11.612
PTI98_001083,0.2849082789584115,Exuding mycelium,18.656,10.167,18.002,11.852
PTI98_001088,0.19747340195076593,Exuding mycelium,20.222,14.584,19.95,14.152
PTI98_001093,0.606166225142268,Exudophore,14.557,26.339,10.518,6.044
PTI98_001106,0.24566739345596134,Fuzzy mycelium,16.158,12.668,18.69,13.47
PTI98_001111,0.4228711411275379,Fuzzy mycelium,36.072,13.328,38.302,16.917
PTI98_001114,0.2184858699840823,Exudophore,51.492,79.395,74.384,60.268
PTI98_001115,0.33624948656623194,Fuzzy mycelium,76.641,52.321,90.256,50.76
PTI98_001120,0.5138098385709329,Exudophore,38.45,71.679,34.177,31.922
PTI98_001128,0.4401823397412965,Exudophore,8.765,14.584,11.3,4.429
PTI98_001137,0.13073130090594465,Exuding mycelium,24.585,24.079,17.102,22.932
PTI98_001143,0.15547684015719418,Nodule,15.122,11.576,14.013,16.068
PTI98_001144,0.3972413349079904,Exudophore,10.921,23.076,19.397,11.409
PTI98_001149,0.4389187179197656,Fuzzy mycelium,11.968,17.999,20.854,5.136
PTI98_001158,0.5508973507079269,Exudophore,14.367,30.399,10.433,16.157
PTI98_001179,0.5309098133918405,Nodule,4.404,24.676,6.075,24.981
PTI98_001181,0.6605769200459642,Exudophore,26.64,67.222,17.259,24.551
PTI98_001185,0.8012430686679126,Nodule,30.0,14.647,5.433,83.988
PTI98_001186,0.5823645121904287,Nodule,34.842,27.15,17.722,63.623
PTI98_001188,0.32158096377900197,Nodule,11.524,14.406,8.273,16.805
PTI98_001190,0.475541898743953,Exudophore,15.647,33.319,19.474,17.302
PTI98_001196,0.31182016025668313,Fuzzy mycelium,60.41,72.731,77.535,26.934
PTI98_001203,0.4135803043649607,Exudophore,13.677,22.251,11.573,13.896
PTI98_001208,0.2720294474875652,Fuzzy mycelium,29.535,24.168,32.658,17.62
PTI98_001215,0.17783303793919125,Exuding mycelium,87.036,71.411,86.036,57.228
PTI98_001219,0.1024025619859555,Exuding mycelium,10.71,10.078,10.596,8.166
PTI98_001221,0.6571645781088448,Exudophore,17.116,61.472,31.828,14.28
PTI98_001223,0.28663606000568664,Nodule,79.906,89.918,51.915,103.612
PTI98_001225,0.22151138957244043,Fuzzy mycelium,24.416,16.996,25.507,18.158
PTI98_001230,0.3029734197684429,Exudophore,107.587,132.161,62.134,106.639
PTI98_001234,0.30642700312460075,Fuzzy mycelium,196.235,150.565,228.953,129.587
PTI98_001238,0.32005674990313443,Nodule,132.093,192.688,148.939,232.235
PTI98_001245,0.30696458272733657,Exuding mycelium,19.592,10.002,15.924,14.808
PTI98_001246,0.4411528234716314,Exudophore,18.363,30.248,14.365,17.983
PTI98_001259,0.7600909891084585,Exudophore,7.381,24.168,7.365,2.648
PTI98_001267,0.14572146491571014,Exudophore,20.382,26.16,24.963,21.7
PTI98_001269,0.5998418428705538,Nodule,12.132,7.921,9.215,24.381
PTI98_001272,0.641980380417588,Fuzzy mycelium,29.51,19.675,71.835,27.97
PTI98_001274,0.30564596744376793,Exudophore,71.145,98.486,44.245,89.762
PTI98_001290,0.6165770012504397,Fuzzy mycelium,16.762,6.499,29.62,10.809
PTI98_001293,0.9070085244124404,Nodule,14.722,5.42,2.152,79.916
PTI98_001296,0.4878466235743621,Fuzzy mycelium,11.612,7.248,17.909,8.657
PTI98_001300,0.7129114708607597,Exudophore,11.931,78.049,15.305,39.985
PTI98_001301,0.43580769744230974,Fuzzy mycelium,19.232,24.992,43.069,28.673
PTI98_001312,0.1822376286361281,Fuzzy mycelium,13.444,13.582,16.383,13.167
PTI98_001316,0.3645068209097575,Fuzzy mycelium,21.836,20.994,24.584,4.039
PTI98_001319,0.2802085197120823,Exuding mycelium,115.805,106.393,51.702,91.971
PTI98_001321,0.07318980302612617,Exudophore,20.991,21.008,16.43,20.989
PTI98_001332,0.31797312774221875,Nodule,105.493,97.737,56.761,127.068
PTI98_001334,0.2876946042187078,Nodule,8.785,11.5,13.415,15.77
PTI98_001335,0.1661343727588143,Exuding mycelium,18.774,13.657,18.354,14.953
PTI98_001337,0.3886417568900467,Exuding mycelium,27.607,9.659,25.977,14.997
PTI98_001343,0.37100115268656325,Exudophore,82.362,115.317,38.031,97.209
PTI98_001347,0.5824124163941639,Nodule,9.953,11.081,15.051,28.804
PTI98_001352,0.29921407639441966,Nodule,14.837,12.338,10.581,17.959
PTI98_001353,0.22316476605993518,Exuding mycelium,21.712,16.831,18.918,14.85
PTI98_001361,0.4874866610596982,Nodule,22.893,18.075,15.962,37.026
PTI98_001366,0.7810920967171237,Nodule,11.352,7.083,3.193,32.934
PTI98_001367,0.19996383755758465,Nodule,412.389,389.98,277.956,450.115
PTI98_001368,0.36347847905374825,Nodule,8.367,11.005,15.969,18.508
PTI98_001370,0.3578258131654068,Exudophore,78.689,118.972,50.384,100.129
PTI98_001374,0.30328809400253154,Exuding mycelium,129.995,87.632,78.85,105.225
PTI98_001375,0.48374444065541383,Fuzzy mycelium,7.878,11.17,15.558,5.047
PTI98_001383,0.38629846006516155,Nodule,20.003,25.082,24.449,37.767
PTI98_001391,0.09051367279740323,Fuzzy mycelium,109.781,97.1,117.802,114.536
PTI98_001396,0.4100260907124049,Fuzzy mycelium,16.332,15.917,28.671,18.496
PTI98_001402,0.252843420049051,Nodule,26.16,39.577,27.083,41.41
PTI98_001404,0.34967402862919034,Exudophore,90.813,157.684,83.529,133.297
PTI98_001405,0.17475826540333436,Fuzzy mycelium,37.693,34.081,44.503,38.404
PTI98_001422,0.3116990836420342,Exudophore,53.598,60.647,44.483,27.149
PTI98_001428,0.19742992101264598,Exudophore,7.118,10.256,8.699,8.878
PTI98_001440,0.3454528658957436,Exudophore,10.33,24.992,22.067,16.679
PTI98_001451,0.4780598562278883,Exudophore,25.904,47.484,18.962,29.486
PTI98_001456,0.30917168658689004,Exuding mycelium,294.758,164.754,263.041,183.086
PTI98_001457,0.8975095724801988,Nodule,9.09,6.334,3.476,61.468
PTI98_001475,0.040289651852044174,Nodule,29.697,28.242,27.854,29.798
PTI98_001479,0.9505873827702636,Exudophore,2.456,35.427,0.967,1.829
PTI98_001494,0.19846713039563132,Nodule,14.961,21.489,17.472,22.425
PTI98_001497,0.4081786047790274,Exuding mycelium,57.415,22.822,50.389,28.728
PTI98_013621,0.5600690005795276,Nodule,75.949,132.767,68.709,210.204
PTI98_001508,0.335624770061737,Fuzzy mycelium,18.853,18.659,28.483,19.259
PTI98_001516,0.6790966326723137,Nodule,22.286,4.252,25.722,54.285
PTI98_001518,0.6309314766022264,Nodule,16.48,3.998,12.362,29.661
PTI98_001520,0.30123761059901644,Exudophore,11.755,15.079,11.344,8.512
PTI98_001526,0.2968448528290487,Fuzzy mycelium,55.704,81.476,90.686,54.119
PTI98_001527,0.5426900797572626,Fuzzy mycelium,6.11,6.169,11.892,4.036
PTI98_001534,0.3067514595453098,Fuzzy mycelium,10.197,8.326,14.161,10.927
PTI98_001537,0.40680573675729975,Fuzzy mycelium,78.527,76.488,116.06,51.522
PTI98_001539,0.34649063675644837,Exudophore,8.724,14.076,12.141,6.732
PTI98_001547,0.33510012569869546,Exuding mycelium,54.011,31.237,40.724,35.775
PTI98_001549,0.266136232273512,Fuzzy mycelium,10.601,14.33,16.789,12.03
PTI98_001552,0.16190152846029252,Fuzzy mycelium,34.32,37.33,44.094,39.215
PTI98_001562,0.5659450550479569,Nodule,10.384,3.998,8.306,17.423
PTI98_001563,0.7376001223389913,Fuzzy mycelium,22.514,1.498,51.421,16.466
PTI98_001564,0.9019935215050979,Nodule,14.201,2.995,12.322,100.395
PTI98_001565,0.5430277750664056,Fuzzy mycelium,17.314,5.75,33.42,22.752
PTI98_001566,0.699958670608735,Exudophore,6.365,21.997,8.074,5.361
PTI98_001570,0.1604475439525772,Fuzzy mycelium,12.189,10.675,14.582,13.862
PTI98_001583,0.40287470284443155,Fuzzy mycelium,14.71,9.748,20.431,12.14
PTI98_001590,0.2287102184605099,Exuding mycelium,47.22,35.222,45.977,28.061
PTI98_001595,0.4881344516597368,Fuzzy mycelium,32.415,21.984,58.801,35.895
PTI98_001596,0.22443034683765417,Fuzzy mycelium,30.807,32.735,38.906,26.98
PTI98_001601,0.2610462624999683,Nodule,11.945,11.576,14.757,17.267
PTI98_001604,0.44057614065028217,Exudophore,11.737,35.744,18.528,29.723
PTI98_001609,0.15855737542140128,Fuzzy mycelium,8.22,8.251,9.692,7.995
PTI98_001619,0.6277669181052578,Exudophore,45.898,135.192,45.227,59.845
PTI98_001629,0.523359388559198,Exuding mycelium,18.048,8.999,6.054,10.754
PTI98_001632,0.26570050867743944,Fuzzy mycelium,9.461,14.914,15.531,9.838
PTI98_001637,0.32671358455852606,Exuding mycelium,19.98,16.488,18.438,5.43
PTI98_001642,0.23406593225664718,Exuding mycelium,15.961,8.91,14.098,13.666
PTI98_001647,0.3269018251636285,Exudophore,38.111,50.631,44.97,19.158
PTI98_001651,0.54427753246401,Nodule,7.314,4.582,8.647,15.026
PTI98_001658,0.4204858764966389,Exuding mycelium,49.954,28.483,36.136,22.228
PTI98_001672,0.3123172995715447,Fuzzy mycelium,22.558,13.087,29.944,26.13
PTI98_001674,0.5298117102779575,Nodule,24.571,22.657,12.498,42.341
PTI98_001678,0.086814925032116,Nodule,10.424,11.83,12.22,12.584
PTI98_001679,0.31643105922529496,Exudophore,24.154,31.161,22.433,17.316
PTI98_001685,0.4785002963723312,Exudophore,14.881,28.991,19.219,11.255
PTI98_001693,0.3615502526345993,Nodule,105.39,55.659,55.598,113.111
PTI98_001697,0.5349106607079737,Fuzzy mycelium,47.503,27.417,67.263,18.93
PTI98_001701,0.5974539287638387,Exudophore,14.48,73.137,37.492,36.35
PTI98_001712,0.17280935145550358,Exudophore,72.211,79.23,73.61,50.794
PTI98_001716,0.4639986751518547,Nodule,23.523,16.158,18.445,36.148
PTI98_001723,0.5246601215701562,Fuzzy mycelium,4.16,8.326,14.395,8.041
PTI98_001746,0.3765111225679754,Fuzzy mycelium,10.854,5.077,14.141,10.519
PTI98_001747,0.590503745563404,Exudophore,11.895,39.221,21.151,15.136
PTI98_001759,0.3382536145826071,Exudophore,30.288,43.321,25.904,29.811
PTI98_001761,0.1917412779998204,Exuding mycelium,12.687,9.748,12.64,8.374
PTI98_001762,0.9726017310108794,Nodule,4.024,1.168,0.61,70.59
PTI98_001765,0.09484177535378087,Exudophore,35.146,45.073,42.862,44.386
PTI98_001772,0.7279983225322672,Fuzzy mycelium,7.909,2.666,18.657,4.65
PTI98_001778,0.34748278463051335,Exudophore,13.752,22.581,13.875,16.576
PTI98_001789,0.37845262570650223,Nodule,19.96,28.496,18.116,35.702
PTI98_001792,0.08893265746582664,Exuding mycelium,215.816,195.523,209.151,185.195
PTI98_001793,0.3808711252494991,Nodule,28.973,21.921,8.607,32.035
PTI98_001804,0.46246589456718407,Exudophore,9.121,19.751,6.757,15.971
PTI98_001817,0.21958536923976482,Exuding mycelium,52.961,44.222,28.663,51.11
PTI98_001828,0.4115472432540299,Exudophore,23.644,37.076,9.601,32.208
PTI98_001833,0.3176147327578507,Fuzzy mycelium,13.702,13.492,15.715,4.976
PTI98_001841,0.395629231023448,Exudophore,10.772,15.663,12.807,4.82
PTI98_001843,0.4387321036446699,Nodule,11.737,8.416,10.463,18.182
PTI98_001844,0.40097505410868955,Exudophore,19.279,34.157,19.37,22.732
PTI98_001845,0.3149936675511439,Exuding mycelium,27.951,16.577,24.983,15.88
PTI98_001846,0.4109285835138947,Exuding mycelium,69.32,37.571,52.937,31.996
PTI98_001847,0.17608638159830833,Fuzzy mycelium,27.532,21.743,32.147,30.185
PTI98_001868,0.2942875036195841,Exuding mycelium,16.957,10.992,12.026,12.883
PTI98_001870,0.22257776663872683,Exuding mycelium,29.262,26.325,26.053,15.869
PTI98_001894,0.4629938698131833,Nodule,9.489,12.16,9.412,19.28
PTI98_001896,0.2920794895296634,Exudophore,11.524,18.418,12.922,14.669
PTI98_001904,0.18388203865841357,Nodule,8.527,12.414,12.884,13.815
PTI98_001918,0.4875863773531224,Nodule,22.357,3.249,10.089,23.221
PTI98_001922,0.2235576386676584,Exudophore,18.998,24.663,16.336,22.113
PTI98_001925,0.4434345415131418,Fuzzy mycelium,19.501,13.163,25.426,9.789
PTI98_001928,0.4576186161502289,Nodule,7.025,5.75,12.338,15.434
PTI98_001941,0.9560210063449266,Nodule,2.683,0.0,0.406,23.414
PTI98_001954,0.21292408301581522,Fuzzy mycelium,31.988,35.084,38.37,23.529
PTI98_001962,0.6445967751953715,Exudophore,10.87,30.818,11.984,10.005
PTI98_001963,0.32270108716195794,Exuding mycelium,22.73,15.904,22.185,8.095
PTI98_001973,0.5251239966602076,Nodule,10.036,2.501,7.673,14.186
PTI98_001992,0.26741750413332743,Nodule,16.988,11.411,13.294,18.971
PTI98_001993,0.5216168578356041,Exudophore,43.511,80.652,50.626,21.611
PTI98_002010,0.3464720627221621,Exuding mycelium,32.179,20.499,29.899,12.692
PTI98_002043,0.7554081701184195,Nodule,17.285,7.413,11.669,49.56
PTI98_002052,0.9177829646648549,Nodule,69.197,3.414,2.761,305.581
PTI98_002067,0.4942417737349409,Fuzzy mycelium,16.455,17.91,28.754,9.263
PTI98_002176,0.3976422504674679,Fuzzy mycelium,9.596,5.75,15.417,12.515
PTI98_002178,0.4146222290503167,Exudophore,74.432,120.304,59.33,77.509
PTI98_004247,0.49019475733919143,Fuzzy mycelium,11.553,3.249,12.962,5.022
PTI98_004261,0.6507354764831118,Nodule,27.553,11.322,5.991,42.82
PTI98_004307,0.5281352294073484,Exudophore,5.849,22.492,13.796,12.194
PTI98_004335,0.9470527318165821,Fuzzy mycelium,13.171,0.0,87.518,0.731
PTI98_004337,0.7039436098667381,Nodule,16.269,7.832,9.456,37.782
PTI98_004345,0.5252192681556167,Nodule,40.801,36.974,39.031,82.007
PTI98_004352,0.3175239182858551,Fuzzy mycelium,5.897,14.509,15.16,10.633
PTI98_004356,0.42067821078599127,Exudophore,20.406,36.849,11.543,32.093
PTI98_004393,0.3786241345599299,Exudophore,8.602,10.573,5.971,5.136
PTI98_004421,0.9068888455664205,Exudophore,2.675,93.226,18.623,4.743
PTI98_004429,0.437956876785689,Fuzzy mycelium,13.422,5.75,18.091,11.331
PTI98_004435,0.3596841722203566,Nodule,44.034,81.552,43.556,88.051
PTI98_004448,0.3481363282927175,Fuzzy mycelium,13.422,10.256,16.34,8.277
PTI98_004450,0.47194751654458783,Exudophore,12.077,22.67,14.798,9.038
PTI98_004459,0.43579772332668343,Exuding mycelium,18.918,8.34,14.848,8.832
PTI98_004464,0.534048235659036,Exudophore,27.958,65.002,29.27,33.635
PTI98_004488,0.3119562565500344,Exudophore,56.873,67.387,26.675,55.548
PTI98_004489,0.28906003748660564,Exuding mycelium,26.414,21.578,14.415,20.343
PTI98_004504,0.38191383230217113,Nodule,11.504,4.747,11.694,15.071
PTI98_004542,0.3029582470727909,Nodule,81.081,80.487,46.118,99.318
PTI98_004543,0.4331259065117994,Nodule,11.681,7.413,17.82,21.706
PTI98_004553,0.07814698341974684,Exuding mycelium,47.272,43.767,45.16,41.808
PTI98_004577,0.761362327580681,Fuzzy mycelium,15.832,3.084,33.175,4.834
PTI98_004586,0.4126962592996912,Exuding mycelium,20.758,11.081,14.835,10.658
PTI98_004597,0.39257583756316405,Exuding mycelium,16.803,11.335,11.502,7.782
PTI98_004606,0.26892628614393316,Exuding mycelium,32.654,18.569,32.397,20.651
PTI98_004607,0.19602289089701266,Exuding mycelium,13.234,8.999,11.508,11.412
PTI98_004608,0.36635366381339063,Exuding mycelium,14.286,3.579,11.389,12.187
PTI98_004611,0.4816765113683455,Exudophore,16.287,42.368,21.827,27.766
PTI98_004615,0.22605992883054515,Fuzzy mycelium,22.784,19.916,24.796,14.872
PTI98_004622,0.6026626726897238,Exudophore,27.97,57.79,27.883,13.034
PTI98_004628,0.29609436523029775,Nodule,45.006,56.471,38.974,66.51
PTI98_004629,0.35288133278240114,Fuzzy mycelium,14.533,7.832,17.112,10.857
PTI98_004666,0.5263689363434203,Exuding mycelium,27.77,11.5,18.688,9.271
PTI98_004678,0.8346030726904833,Exudophore,6.174,27.658,6.453,1.097
PTI98_004682,0.5870256706252833,Exudophore,12.088,34.754,16.903,14.066
PTI98_004685,0.5130967290342979,Exudophore,13.74,35.071,26.311,11.177
PTI98_004688,0.5239789934411978,Exuding mycelium,26.11,6.994,15.954,14.339
PTI98_004694,0.32341184966378383,Exuding mycelium,18.941,10.573,9.819,18.054
PTI98_004697,0.24684463030987325,Nodule,80.136,62.336,44.799,82.883
PTI98_004698,0.2668777371274785,Exuding mycelium,23.324,17.91,20.352,13.036
PTI98_004701,0.3511423224099639,Exudophore,63.79,114.162,48.714,109.721
PTI98_004708,0.6135234407727727,Fuzzy mycelium,10.342,5.496,18.053,5.093
PTI98_004711,0.7236878154583312,Exudophore,11.965,53.475,21.98,10.382
PTI98_004720,0.29058847668994564,Fuzzy mycelium,25.732,24.244,36.656,28.037
PTI98_004725,0.11477086462851264,Fuzzy mycelium,10.376,13.252,13.552,12.362
PTI98_004726,0.8132565052101564,Exudophore,8.6,34.322,6.27,4.358
PTI98_004729,0.8557290674967364,Nodule,7.721,1.168,5.805,33.95
PTI98_004736,0.72924889132989,Fuzzy mycelium,7.302,1.752,14.487,2.713
PTI98_004742,0.7179836725640247,Exudophore,27.891,74.75,10.707,24.645
PTI98_004756,0.4877955210131228,Exudophore,35.02,65.599,22.003,43.777
PTI98_004760,0.486632231529421,Exudophore,5.751,21.845,9.573,18.321
PTI98_004796,0.5334926623902864,Exudophore,9.706,22.657,14.197,7.806
PTI98_004809,0.577831996808366,Fuzzy mycelium,19.573,11.576,37.273,16.058
PTI98_004813,0.19106077946836983,Exudophore,6.832,11.665,11.634,9.843
PTI98_004814,0.6906415087717273,Exudophore,9.75,28.928,10.771,6.326
PTI98_004819,0.39348106873852834,Exuding mycelium,73.324,31.491,70.888,31.037
PTI98_004823,0.3262328161728619,Exuding mycelium,9.677,5.915,5.948,7.697
PTI98_004833,0.6600632677056478,Nodule,16.076,0.584,9.829,25.975
PTI98_004835,0.18134645989297116,Exuding mycelium,133.291,100.326,119.6,107.431
PTI98_004836,0.5948286487713969,Fuzzy mycelium,9.161,1.168,9.962,1.78
PTI98_004837,0.03407992369741993,Exuding mycelium,15.607,15.168,14.678,15.379
PTI98_004839,0.4106488879099644,Exudophore,11.257,19.51,14.322,8.915
PTI98_004844,0.232619193227572,Fuzzy mycelium,10.705,11.246,11.861,5.356
PTI98_004848,0.2737102871380604,Exuding mycelium,31.166,27.899,29.005,11.003
PTI98_004852,0.6105405674029288,Exudophore,19.077,45.733,17.791,16.565
PTI98_004858,0.4454950462909957,Exuding mycelium,28.818,11.157,25.548,11.235
PTI98_004859,0.4551689369855829,Fuzzy mycelium,52.536,18.315,55.249,19.453
PTI98_004860,0.4549772743155029,Fuzzy mycelium,6.995,4.163,13.2,10.426
PTI98_004866,0.22728697080696492,Exudophore,104.846,156.022,128.918,127.916
PTI98_004867,0.3031552146835845,Fuzzy mycelium,182.75,137.68,218.551,136.458
PTI98_004869,0.31960165446008815,Exuding mycelium,39.21,23.495,38.219,18.321
PTI98_004871,0.2808268482651114,Fuzzy mycelium,15.165,28.001,29.468,20.411
PTI98_004877,0.21994683174477206,Fuzzy mycelium,11.777,9.837,12.013,6.498
PTI98_004895,0.5425169289174022,Exudophore,17.178,32.824,9.802,18.069
PTI98_004926,0.473398862482981,Fuzzy mycelium,33.28,20.499,42.895,13.987
PTI98_004929,0.17170494857758142,Nodule,19.523,25.082,22.088,26.839
PTI98_004945,0.5068627170437497,Exudophore,22.349,39.082,20.532,14.938
PTI98_004947,0.6186819488804493,Exudophore,24.383,42.777,14.651,9.901
PTI98_004959,0.1822347869408795,Exudophore,32.144,43.981,33.865,41.889
PTI98_004961,0.5703489257159617,Exudophore,83.879,188.734,54.451,104.939
PTI98_004976,0.4924151071155923,Nodule,11.796,15.333,11.935,25.654
PTI98_004981,0.38243315995585875,Exudophore,75.666,86.972,59.381,26.087
PTI98_004982,0.5465628910395816,Nodule,35.146,31.554,32.313,72.787
PTI98_004991,0.39556830452925196,Fuzzy mycelium,24.324,27.823,36.883,14.733
PTI98_005027,0.43195040937311996,Exudophore,54.679,71.639,51.171,16.234
PTI98_005029,0.5392908801767445,Exudophore,8.367,19.091,10.818,7.201
PTI98_005047,0.6567351998863133,Nodule,4.67,3.249,9.748,17.157
PTI98_005065,0.33430306181180375,Exudophore,32.774,48.095,25.069,38.207
PTI98_005066,0.5592108249159743,Exudophore,8.451,22.987,13.757,8.189
PTI98_005076,0.3806628105605268,Exudophore,16.643,22.67,14.624,10.854
PTI98_005077,0.4047170527050057,Exuding mycelium,31.755,11.246,19.702,25.761
PTI98_005084,0.4318462025326028,Exuding mycelium,81.008,52.08,53.614,32.381
PTI98_005088,0.3227270557165964,Nodule,90.296,59.555,46.493,96.635
PTI98_005095,0.14527769767917376,Fuzzy mycelium,45.064,42.929,47.94,34.934
PTI98_005098,0.3627461268068604,Fuzzy mycelium,21.199,13.238,25.213,13.764
PTI98_005111,0.49085894920379364,Exudophore,99.341,161.571,60.988,86.457
PTI98_005122,0.5469752715051487,Exudophore,22.912,62.056,37.641,23.786
PTI98_005126,0.5242916666392611,Nodule,35.469,23.419,20.208,55.423
PTI98_005129,0.4982497228185112,Nodule,34.998,48.247,27.476,73.556
PTI98_005131,0.45331904970411435,Fuzzy mycelium,41.367,26.401,54.453,21.536
PTI98_005133,0.21403482760426873,Fuzzy mycelium,13.789,14.914,16.355,9.86
PTI98_005148,0.5886140223129447,Exudophore,2.722,12.262,12.022,0.389
PTI98_005161,0.30813385303889235,Exuding mycelium,54.237,28.813,32.071,51.692
PTI98_005163,0.4275238739887499,Nodule,33.289,22.67,45.67,59.175
PTI98_005166,0.40990659207967184,Fuzzy mycelium,49.253,7.997,57.151,43.924
PTI98_005171,0.482998865682408,Exudophore,14.774,25.425,14.203,10.457
PTI98_005177,0.3839939466647018,Exudophore,41.078,82.733,67.831,43.983
PTI98_005181,0.10534708232128127,Nodule,170.188,156.744,156.267,180.032
PTI98_005188,0.6053468755310557,Fuzzy mycelium,47.045,25.157,85.734,29.303
PTI98_005193,0.4839587850898917,Exudophore,10.37,23.9,10.337,16.293
PTI98_005204,0.16650415456155057,Fuzzy mycelium,14.866,16.082,17.321,12.361
PTI98_005219,0.6373256377512754,Exudophore,5.024,22.492,7.779,11.669
PTI98_005226,0.292336583202044,Exudophore,23.799,41.137,36.456,27.079
PTI98_005231,0.16222385989142343,Exudophore,22.121,23.0,15.72,19.965
PTI98_005248,0.9394664736202208,Nodule,3.511,0.584,0.168,23.473
PTI98_005250,0.40567922138397017,Exudophore,44.27,68.858,57.3,21.2
PTI98_005252,0.13290736867394662,Nodule,16.831,18.075,14.672,19.059
PTI98_005254,0.13130913224317975,Exudophore,27.078,36.074,31.155,35.777
PTI98_005255,0.6738268119549047,Fuzzy mycelium,51.28,32.418,99.811,13.969
PTI98_005258,0.2655677627321886,Nodule,15.305,13.252,14.413,19.502
PTI98_005260,0.3542520948882659,Nodule,17.968,12.922,17.117,24.781
PTI98_005263,0.38740461388732356,Nodule,37.558,43.094,41.201,66.304
PTI98_005272,0.29593485730264407,Exudophore,36.199,69.709,49.981,61.059
PTI98_005278,0.9600141657214277,Nodule,13.788,2.336,4.33,170.509
PTI98_005281,0.5432228341496876,Exudophore,176.067,361.765,130.327,189.343
PTI98_005283,0.48583142782261385,Fuzzy mycelium,11.079,5.661,14.478,5.593
PTI98_005284,0.3358334149794466,Nodule,112.207,103.652,73.028,144.987
PTI98_005313,0.36332011337322506,Nodule,11.678,6.753,6.876,13.249
PTI98_005324,0.209773912034417,Fuzzy mycelium,12.557,13.417,18.469,17.812
PTI98_005325,0.25077176278923136,Exuding mycelium,23.512,18.075,18.788,15.986
PTI98_005328,0.2780372685027101,Exuding mycelium,20.606,10.992,20.505,13.133
PTI98_005336,0.8304515051907991,Nodule,289.179,86.893,25.226,788.952
PTI98_005339,0.42815945469496325,Nodule,40.27,22.657,17.327,46.781
PTI98_005344,0.5345241267965282,Nodule,12.96,2.247,12.618,19.926
PTI98_005359,0.5957497892282662,Fuzzy mycelium,10.907,3.084,14.736,3.88
PTI98_005360,0.5378365457421288,Exuding mycelium,19.136,4.252,13.495,8.784
PTI98_005377,0.5413414560097997,Nodule,39.646,55.227,44.631,101.385
PTI98_005382,0.2092329281208978,Exuding mycelium,31.235,26.566,28.264,19.268
PTI98_005391,0.21853454261569108,Nodule,45.928,36.314,45.141,54.335
PTI98_005392,0.1227963902635268,Fuzzy mycelium,11.485,12.833,13.33,10.76
PTI98_005393,0.43237636691683107,Exudophore,7.713,20.664,14.618,12.858
PTI98_005396,0.41269098128278375,Fuzzy mycelium,14.17,11.081,19.516,9.135
PTI98_005397,0.35446127192802807,Fuzzy mycelium,14.55,16.577,24.048,15.446
PTI98_005418,0.16381262905601215,Exuding mycelium,267.4,166.403,242.713,261.674
PTI98_005441,0.31937638659659445,Exudophore,6.357,14.99,9.34,14.911
PTI98_005445,0.397561991960343,Fuzzy mycelium,12.557,8.67,15.849,7.417
PTI98_005464,0.2901370961691168,Exuding mycelium,24.461,13.911,18.548,19.633
PTI98_005481,0.2991337927934344,Nodule,15.282,13.822,16.321,21.604
PTI98_005488,0.6199813649605943,Nodule,43.226,12.833,29.35,74.916
PTI98_005508,0.3986070097477121,Exuding mycelium,51.223,9.24,32.674,50.501
PTI98_013634,0.5416370942423954,Exuding mycelium,21.972,10.662,8.143,11.408
PTI98_005543,0.27409248193272934,Exudophore,33.9,44.832,27.414,36.318
PTI98_005555,0.3316970489853482,Nodule,151.839,130.458,85.117,183.257
PTI98_005568,0.29557746764182874,Exudophore,25.259,25.273,20.574,7.576
PTI98_005572,0.6854175354300335,Fuzzy mycelium,9.181,2.501,12.499,0.114
PTI98_005582,0.16618078008496914,Exudophore,13.98,17.085,16.592,12.166
PTI98_005584,0.3548945267548888,Exuding mycelium,9.323,3.668,5.375,9.0
PTI98_005592,0.5246024301265096,Fuzzy mycelium,22.444,9.418,30.457,11.576
PTI98_005614,0.26173717106431577,Exudophore,17.519,25.006,23.24,14.623
PTI98_005620,0.6733426090492326,Nodule,18.132,20.651,1.527,41.135
PTI98_005621,0.33492754606877656,Exudophore,16.811,20.74,15.926,8.644
PTI98_005622,0.46178376316554076,Nodule,18.867,10.497,14.189,26.973
PTI98_005634,0.22704156673703216,Nodule,111.815,93.498,61.725,115.158
PTI98_005637,0.48840901204915693,Exudophore,6.75,16.488,10.762,7.793
