gene,tau,top_tissue,mean_Exuding mycelium,mean_Exudophore,mean_Fuzzy mycelium,mean_Nodule
AAD021_008081,0.6461232411265653,Fuzzy mycelium,42.827,5.142,45.436,0.268
AAD021_008082,0.46954311200527465,Exudophore,147.841,223.677,88.996,119.117
AAD021_008094,0.5606485080222097,Exudophore,10.673,39.587,16.841,24.665
AAD021_008101,0.3726622177145875,Fuzzy mycelium,21.466,13.695,25.972,13.719
AAD021_008104,0.199257637583627,Fuzzy mycelium,43.603,43.704,51.407,36.185
AAD021_008105,0.24621046462230667,Fuzzy mycelium,12.897,11.42,12.932,4.927
AAD021_008109,0.3176344711587186,Nodule,119.05,91.966,72.815,138.651
AAD021_008113,0.43372071320894906,Exuding mycelium,110.758,74.739,69.772,43.649
AAD021_008120,0.22168840251219382,Exuding mycelium,94.562,79.404,62.273,79.119
AAD021_008122,0.5558853310070743,Exudophore,7.346,21.645,12.107,9.386
AAD021_008126,0.18445442560698186,Exudophore,12.797,17.699,14.271,16.236
AAD021_008131,0.6123927454088267,Exudophore,10.462,28.643,14.271,8.574
AAD021_008132,0.5692148760062906,Exudophore,92.385,215.726,71.09,115.32
AAD021_008137,0.2893197518277548,Fuzzy mycelium,9.885,9.506,15.495,13.645
AAD021_008144,0.8446266779965507,Fuzzy mycelium,5.231,1.973,18.78,1.55
AAD021_008145,0.8595706640104007,Fuzzy mycelium,5.495,0.778,15.207,0.134
AAD021_008148,0.5746104364851665,Fuzzy mycelium,9.566,3.766,13.707,4.16
AAD021_008153,0.4345071716120977,Fuzzy mycelium,8.88,6.279,13.004,6.903
AAD021_008157,0.28689305880083427,Nodule,24.53,23.142,21.746,32.449
AAD021_008158,0.625361887243862,Exudophore,20.665,52.801,21.939,16.739
AAD021_008164,0.49195027262375307,Exudophore,8.774,19.434,14.039,6.808
AAD021_008166,0.5486818235055747,Exudophore,8.563,22.001,12.409,8.816
AAD021_008167,0.16741380822660742,Exudophore,17.178,19.911,18.4,14.154
AAD021_008168,0.4257502685116643,Exuding mycelium,18.765,9.807,11.896,10.625
AAD021_008174,0.5119795197502588,Fuzzy mycelium,16.018,7.533,20.448,6.387
AAD021_008182,0.6756532241525424,Exuding mycelium,27.383,6.517,15.64,4.488
AAD021_008196,0.5774024661110725,Fuzzy mycelium,16.757,8.31,27.319,9.567
AAD021_008198,0.3799716406978299,Fuzzy mycelium,27.64,30.495,41.236,18.567
AAD021_008202,0.27354269618324706,Exuding mycelium,23.838,16.144,21.258,14.55
AAD021_008203,0.6362733293293973,Nodule,10.938,4.903,8.189,22.023
AAD021_008207,0.506927952470618,Nodule,41.594,44.073,39.03,84.299
AAD021_008208,0.39049718288907415,Exudophore,78.326,95.193,66.231,29.505
AAD021_008213,0.4095214227049977,Nodule,24.842,28.94,24.269,44.061
AAD021_008225,0.6073005268892975,Exudophore,130.706,335.428,89.343,175.117
AAD021_008227,0.17654518418529538,Exudophore,37.323,46.581,35.432,42.317
AAD021_008233,0.5177256474929941,Exuding mycelium,30.241,14.23,21.063,8.46
AAD021_008238,0.5168919851123897,Nodule,28.597,8.67,13.96,35.346
AAD021_008239,0.6534179452532672,Exudophore,24.365,48.662,16.103,10.128
AAD021_008240,0.3801351230393018,Exudophore,15.225,22.122,16.405,9.508
AAD021_008253,0.2126706270059725,Exudophore,12.528,20.868,17.312,19.449
AAD021_008254,0.24057616977332372,Exuding mycelium,16.066,13.394,15.533,7.677
AAD021_008255,0.17649812998241807,Nodule,18.604,25.83,21.57,26.717
AAD021_008258,0.4675688090644801,Fuzzy mycelium,79.227,37.61,96.172,36.778
AAD021_008262,0.6357682416771059,Fuzzy mycelium,14.542,1.375,15.59,1.118
AAD021_008268,0.7635287295149662,Exudophore,4.758,19.911,7.517,1.85
AAD021_008284,0.6474510086324051,Exudophore,32.562,77.076,18.779,30.178
AAD021_008288,0.3994033215515773,Exudophore,97.782,125.621,57.171,71.389
AAD021_008296,0.422025508940347,Exudophore,11.521,19.731,9.633,13.057
AAD021_008300,0.3694726623343502,Fuzzy mycelium,15.12,11.897,18.74,8.432
AAD021_008301,0.32899321230112333,Fuzzy mycelium,12.472,12.436,15.851,7.001
AAD021_008306,0.26929196294762525,Exudophore,24.053,38.446,34.897,25.328
AAD021_008307,0.42736291908445256,Nodule,6.871,13.991,13.583,20.05
AAD021_008308,0.34107419393873756,Fuzzy mycelium,41.818,25.232,43.489,18.918
AAD021_008310,0.2438445258556656,Fuzzy mycelium,286.48,187.285,297.038,200.056
AAD021_008311,0.142317436153356,Exudophore,146.776,190.391,171.763,171.345
AAD021_008315,0.7823567643785682,Nodule,7.028,2.391,7.466,25.86
AAD021_008316,0.4938152135926856,Fuzzy mycelium,6.71,4.306,12.443,7.88
AAD021_008317,0.5377814798293322,Fuzzy mycelium,84.416,30.32,105.142,31.06
AAD021_008318,0.5047046652688977,Fuzzy mycelium,52.433,20.989,66.593,25.527
AAD021_008321,0.5219451920005839,Exudophore,19.346,37.969,22.954,12.155
AAD021_008324,0.548397827230806,Exudophore,32.088,70.02,33.126,29.649
AAD021_008328,0.26346279269765677,Exuding mycelium,42.019,36.239,37.39,19.217
AAD021_008329,0.3752238143103974,Nodule,14.587,11.061,10.377,19.22
AAD021_008331,0.4689586033713242,Exudophore,20.667,37.309,28.065,10.706
AAD021_008335,0.37788674316968357,Exudophore,13.796,24.153,18.542,12.74
AAD021_008337,0.04875594516455132,Exudophore,15.59,16.382,15.835,15.326
AAD021_008338,0.18399277774565173,Exuding mycelium,148.12,108.281,136.14,118.178
AAD021_008339,0.5999090671436123,Nodule,45.776,2.751,39.634,73.451
AAD021_008340,0.059421585692360966,Nodule,12.525,11.6,12.935,13.134
AAD021_008349,0.3449868705713432,Exudophore,30.025,39.641,24.033,23.838
AAD021_008353,0.3750642593455762,Fuzzy mycelium,114.061,58.181,118.284,49.517
AAD021_008356,0.5566794641410581,Exudophore,15.481,34.976,18.623,12.412
AAD021_008357,0.6780144849222601,Exudophore,10.787,29.115,10.916,6.421
AAD021_008358,0.28513208865988837,Exudophore,33.144,48.01,37.595,32.223
AAD021_008362,0.5592038562383363,Fuzzy mycelium,23.424,14.531,41.624,17.088
AAD021_008366,0.14824647468465157,Exuding mycelium,24.047,22.783,17.831,20.832
AAD021_008367,0.2045612589578888,Nodule,15.858,22.423,15.76,22.646
AAD021_008369,0.5194792559769114,Exudophore,7.505,19.313,8.576,11.76
AAD021_008371,0.12349331131726775,Exudophore,13.692,13.933,12.528,10.417
AAD021_008373,0.17853533145389064,Fuzzy mycelium,18.709,19.313,20.844,13.345
AAD021_008374,0.5439191957978021,Exudophore,5.921,15.726,11.78,3.817
AAD021_008375,0.2295649823018723,Nodule,13.478,10.823,16.947,17.846
AAD021_008385,0.5402539675415933,Nodule,10.201,6.697,12.754,21.499
AAD021_008392,0.9577928200430318,Nodule,4.016,1.375,0.585,47.199
AAD021_008394,0.3056894559374793,Nodule,8.458,7.236,9.072,11.89
AAD021_008396,0.30535006918477053,Exudophore,17.338,22.005,16.477,12.043
AAD021_008399,0.18995885340314345,Exuding mycelium,16.754,11.96,16.245,12.51
AAD021_008404,0.23813536197191623,Nodule,12.69,11.241,11.35,15.436
AAD021_008405,0.2742992948821022,Exudophore,11.575,15.663,11.096,11.43
AAD021_008408,0.5964918048624668,Exudophore,10.148,41.012,14.621,24.877
AAD021_008411,0.5182758502109301,Exudophore,47.459,85.975,29.5,47.29
AAD021_008412,0.47034991293363587,Fuzzy mycelium,18.814,13.573,24.988,7.318
AAD021_008418,0.46273679340954704,Fuzzy mycelium,9.354,4.903,12.683,6.185
AAD021_008423,0.639849349616215,Exudophore,34.942,66.608,13.683,23.342
AAD021_008427,0.7539677003745391,Fuzzy mycelium,14.96,7.173,35.43,4.018
AAD021_008434,0.8622038902689623,Nodule,11.254,4.724,10.542,64.153
AAD021_008435,0.20331516993655227,Exuding mycelium,36.049,31.448,25.211,29.5
AAD021_008436,0.777953129144526,Exudophore,11.26,41.857,9.843,6.779
AAD021_008437,0.1582795528256332,Fuzzy mycelium,10.466,15.007,15.517,13.711
AAD021_008442,0.38790713226897605,Fuzzy mycelium,30.55,23.56,43.438,25.654
AAD021_008444,0.6233947987139625,Nodule,9.568,5.142,8.861,20.863
AAD021_008449,0.7295412326951904,Exudophore,13.318,63.444,25.864,12.296
AAD021_008450,0.729597835776339,Fuzzy mycelium,6.5,3.348,13.463,1.073
AAD021_008451,0.6007494992803838,Fuzzy mycelium,14.221,12.737,29.76,8.687
AAD021_008458,0.2580532830762675,Exuding mycelium,15.647,7.115,12.403,15.309
AAD021_008464,0.3767463170272509,Exudophore,67.546,124.007,51.557,112.761
AAD021_008466,0.5107739556212992,Exuding mycelium,19.665,6.099,11.261,11.503
AAD021_008467,0.24584949632175282,Nodule,79.862,64.154,45.257,83.658
AAD021_008470,0.24618173717587033,Nodule,23.418,24.517,20.522,30.271
AAD021_008472,0.1660552582609364,Nodule,16.971,15.605,14.825,18.946
AAD021_008475,0.41162225750754516,Nodule,5.918,21.884,11.459,22.242
AAD021_008477,0.47920461891985827,Exudophore,30.337,72.77,58.235,25.123
AAD021_008481,0.842249734717479,Exudophore,6.187,30.077,6.384,1.663
AAD021_008484,0.4265258544025265,Exudophore,6.502,14.468,6.885,11.504
AAD021_008492,0.5534288276192905,Exuding mycelium,47.78,17.102,28.33,18.581
AAD021_008493,0.37443539283434313,Exudophore,13.584,24.396,15.423,16.777
AAD021_008495,0.40028006709457137,Nodule,6.131,18.297,17.251,23.166
AAD021_008498,0.7546261393679986,Exudophore,5.338,25.232,9.314,3.922
AAD021_008510,0.26920941927019487,Fuzzy mycelium,11.155,4.903,12.779,11.958
AAD021_008522,0.4424391515193656,Fuzzy mycelium,12.318,6.517,17.763,10.876
AAD021_008523,0.20321060507622482,Exudophore,30.551,33.129,19.535,29.105
AAD021_008526,0.5786780871998277,Exudophore,24.159,48.738,25.524,11.92
AAD021_008531,0.29862199947107276,Exudophore,9.358,16.023,11.791,12.565
AAD021_008533,0.23814668174976403,Fuzzy mycelium,26.106,28.459,31.487,17.4
AAD021_008535,0.5265482604118185,Fuzzy mycelium,7.981,5.321,18.876,13.508
AAD021_008538,0.12585481580823335,Exuding mycelium,33.239,27.151,33.15,26.867
AAD021_008540,0.21438684319401377,Exuding mycelium,15.433,10.405,14.442,11.527
AAD021_008541,0.11530269922995284,Exudophore,12.104,13.812,13.604,10.95
AAD021_008579,0.4021449152358487,Exuding mycelium,28.486,19.731,18.811,12.55
AAD021_008585,0.8698935778634885,Nodule,35.718,27.452,21.339,216.515
AAD021_008593,0.4312181705319606,Fuzzy mycelium,113.222,38.091,116.168,46.909
AAD021_008606,0.4536423116698873,Nodule,89.407,4.544,74.564,102.811
AAD021_008610,0.2931784384101272,Exuding mycelium,36.946,13.515,30.774,34.054
AAD021_008618,0.21292887084505172,Fuzzy mycelium,14.481,20.809,24.34,22.181
AAD021_008620,0.32000975180007246,Nodule,24.948,21.227,24.002,34.401
AAD021_008626,0.8352552899566378,Nodule,8.247,0.0,4.42,25.628
AAD021_008631,0.13487789863230126,Exuding mycelium,14.482,12.256,14.353,10.978
AAD021_008639,0.6578181195893756,Exudophore,16.385,49.385,34.043,0.268
AAD021_008641,0.4351383447162107,Nodule,4.916,7.115,10.188,13.112
AAD021_008646,0.4805450921426507,Nodule,8.19,5.263,11.336,15.907
AAD021_008652,0.8469858881250941,Exudophore,3.224,20.868,2.716,3.639
AAD021_008654,0.40034930246709427,Nodule,17.443,23.021,15.97,31.371
AAD021_008697,0.7318010984042322,Fuzzy mycelium,17.016,8.252,59.854,22.89
AAD021_008702,0.360846669970798,Fuzzy mycelium,27.961,18.535,38.873,28.042
AAD021_008707,0.2117859631866915,Nodule,13.265,7.236,13.278,14.285
AAD021_008714,0.49976334888834195,Nodule,14.798,9.686,22.048,31.007
AAD021_008728,0.5847034791517197,Exuding mycelium,20.944,5.083,15.86,5.15
AAD021_008738,0.47515030683090814,Exudophore,11.365,23.196,6.32,18.838
AAD021_008746,0.9746406942841891,Nodule,3.752,1.375,1.494,87.045
AAD021_008756,0.5319431194304368,Fuzzy mycelium,11.576,17.34,20.672,0.112
AAD021_008773,0.35688643601633424,Exuding mycelium,165.948,70.918,144.594,104.658
AAD021_008782,0.17847993073823865,Exuding mycelium,11.681,7.654,11.5,9.634
AAD021_008788,0.3676841188114601,Exuding mycelium,17.391,11.061,10.362,11.567
AAD021_008791,0.20191250237368305,Exuding mycelium,20.506,18.953,14.111,16.032
AAD021_008795,0.5892821243963288,Exuding mycelium,602.264,114.731,535.05,92.301
AAD021_008807,0.591216520213908,Fuzzy mycelium,8.616,3.348,14.99,6.419
AAD021_008809,0.4168927574405763,Exuding mycelium,16.859,9.807,13.192,6.493
AAD021_008820,0.1120840394748575,Exuding mycelium,27.434,26.189,20.01,26.88
AAD021_008822,0.44152566897073114,Exudophore,7.085,13.515,9.769,5.789
AAD021_008838,0.4937019844019724,Fuzzy mycelium,7.293,3.528,18.905,17.893
AAD021_008846,0.49302815464426614,Exudophore,7.61,33.664,19.493,24.097
AAD021_008852,0.8142068627291777,Nodule,24.362,24.94,1.993,92.029
AAD021_008853,0.6443087746017039,Fuzzy mycelium,5.126,4.782,12.517,3.448
AAD021_008857,0.7284784854279455,Nodule,9.99,3.888,7.796,26.608
AAD021_008858,0.3355400203371978,Fuzzy mycelium,37.263,18.117,38.404,21.173
AAD021_008862,0.7090839932076348,Exuding mycelium,21.459,3.766,11.232,3.729
AAD021_008888,0.5309850255628151,Nodule,8.137,2.93,2.198,9.428
AAD021_008892,0.44415144723763583,Nodule,27.797,27.565,24.323,47.786
AAD021_008903,0.4959935941892968,Exudophore,25.636,45.983,27.043,16.848
AAD021_008915,0.553450404979371,Fuzzy mycelium,48.249,15.964,105.926,77.69
AAD021_008939,0.5431937495390106,Nodule,27.904,2.571,8.147,28.182
AAD021_008946,0.6026773014676753,Nodule,56.984,46.882,32.053,114.028
AAD021_008951,0.3782970013891916,Exuding mycelium,20.722,7.654,15.266,15.729
AAD021_008962,0.4207866201165164,Fuzzy mycelium,13.158,10.045,17.001,6.338
AAD021_008974,0.43384000002059003,Nodule,46.516,32.23,43.39,71.909
AAD021_009007,0.6971114322314511,Nodule,5.338,4.126,7.673,18.86
AAD021_009017,0.5512568107497882,Exudophore,4.175,13.335,9.788,3.989
AAD021_009019,0.8428944237846611,Fuzzy mycelium,1.797,9.744,26.024,0.724
AAD021_009021,0.403667046827912,Fuzzy mycelium,114.918,160.849,172.857,33.474
AAD021_009022,0.4989308320074632,Exudophore,9.727,34.859,25.873,16.801
AAD021_009028,0.5141705890101537,Exuding mycelium,30.76,9.627,25.763,9.442
AAD021_009034,0.42901519502211727,Nodule,78.802,60.091,54.026,112.624
AAD021_009037,0.7250485507407539,Fuzzy mycelium,8.242,2.153,18.485,4.852
AAD021_009039,0.1054070720836127,Fuzzy mycelium,21.877,22.724,23.51,18.494
AAD021_009050,0.24590606134526813,Exudophore,94.081,125.324,97.542,91.896
AAD021_009051,0.5804359911345458,Fuzzy mycelium,60.773,1.555,65.502,20.12
AAD021_009064,0.7595115310324386,Nodule,11.998,1.375,5.267,25.836
AAD021_009074,0.5099833489904998,Nodule,12.369,5.919,7.967,17.86
AAD021_009076,0.5301557517933726,Nodule,14.006,8.908,12.994,25.475
AAD021_009078,0.2468548680804922,Exudophore,33.667,36.715,30.865,18.425
AAD021_009080,0.29356871343868174,Nodule,65.755,54.352,44.541,77.69
AAD021_009086,0.4254727084211867,Nodule,26.164,28.702,22.495,44.884
AAD021_009091,0.2782748949248194,Fuzzy mycelium,15.011,19.133,20.101,9.378
AAD021_009095,0.2896088886646671,Exudophore,19.931,21.704,9.22,17.105
AAD021_009097,0.5687168370824974,Nodule,11.521,8.252,3.794,18.214
AAD021_009098,0.7000255586341314,Exudophore,40.496,172.161,35.385,79.051
AAD021_009099,0.5522933094628155,Exudophore,8.561,21.227,14.627,5.323
AAD021_009101,0.3441741148411906,Exudophore,15.378,17.758,7.544,12.016
AAD021_009102,0.24335529168874703,Fuzzy mycelium,19.923,10.045,20.779,17.198
AAD021_009111,0.2773314244082223,Exudophore,19.928,26.248,20.616,16.362
AAD021_009115,0.3116619999654311,Exudophore,17.284,22.841,15.376,14.508
AAD021_009123,0.3323250379753983,Exudophore,15.541,22.243,17.088,11.925
AAD021_009128,0.33371363725641584,Nodule,27.279,22.423,34.723,42.237
AAD021_009129,0.7371100377608261,Exudophore,6.713,28.046,7.232,8.173
AAD021_009145,0.2853620437379642,Fuzzy mycelium,21.88,17.937,27.274,18.656
AAD021_009147,0.5160663395244,Fuzzy mycelium,6.024,8.072,11.999,3.323
AAD021_009148,0.4668644654582075,Fuzzy mycelium,17.021,16.863,29.285,12.954
AAD021_009158,0.5334170605139876,Nodule,15.012,4.306,13.796,23.657
AAD021_009160,0.6085968241425467,Exudophore,11.098,23.74,9.033,7.744
AAD021_009168,0.26357386454304915,Fuzzy mycelium,7.291,9.209,13.621,13.592
AAD021_009172,0.2521985984518778,Fuzzy mycelium,13.477,10.225,14.735,9.354
AAD021_009177,0.46101703232984687,Exuding mycelium,22.203,4.306,15.21,16.384
AAD021_009179,0.15411741800102485,Fuzzy mycelium,37.152,44.131,46.352,36.342
AAD021_009181,0.34506545889548107,Nodule,37.739,30.792,39.243,54.852
AAD021_009185,0.699241590198923,Fuzzy mycelium,36.406,8.31,72.765,20.938
AAD021_009188,0.9174747690732655,Nodule,3.117,5.861,2.547,46.552
AAD021_009193,0.6962241805693937,Nodule,6.13,0.598,10.323,18.71
AAD021_009211,0.19912841604635736,Exuding mycelium,11.738,6.697,10.35,11.155
AAD021_009212,0.5604592083750505,Nodule,3.753,16.382,4.592,18.752
AAD021_009213,0.3230405285716436,Nodule,118.74,66.914,96.116,138.743
AAD021_009215,0.5353297387956775,Exudophore,10.095,30.491,11.9,20.509
AAD021_009217,0.30346690339651894,Nodule,12.212,11.6,14.796,18.476
AAD021_009221,0.10784471339267325,Nodule,14.011,14.589,14.229,16.002
AAD021_009245,0.7574701028147315,Nodule,8.034,8.252,3.613,27.349
AAD021_009251,0.21022261796668149,Fuzzy mycelium,19.665,23.56,28.48,24.254
AAD021_009252,0.6366122056261981,Nodule,12.471,1.555,8.316,20.494
AAD021_009256,0.5284605982363183,Exudophore,18.394,36.172,25.87,6.905
AAD021_009274,0.1261055647728,Fuzzy mycelium,21.831,22.063,22.542,15.203
AAD021_009283,0.2859887423406101,Exuding mycelium,31.769,11.96,29.445,26.646
AAD021_009284,0.42887387541025906,Exuding mycelium,15.273,8.432,11.07,6.667
AAD021_009285,0.7333522438323413,Exudophore,37.58,157.604,40.955,47.539
AAD021_009286,0.2967184731516513,Exuding mycelium,15.803,15.668,12.232,5.442
AAD021_009288,0.10088627334864142,Nodule,28.335,28.76,27.748,31.454
AAD021_009293,0.9401599271416852,Nodule,4.121,1.555,4.063,54.252
AAD021_009298,0.303348309031589,Exuding mycelium,13.953,4.903,10.499,13.758
AAD021_009302,0.39137772178673497,Exuding mycelium,43.985,24.994,42.991,12.327
AAD021_009303,0.5156481778977129,Nodule,21.509,5.083,14.185,28.063
AAD021_009304,0.6189113578353187,Exuding mycelium,49.733,9.686,24.694,22.479
AAD021_009305,0.9347346346834998,Fuzzy mycelium,7.082,27.021,174.518,0.067
AAD021_009306,0.2620374426550597,Exudophore,9.935,12.737,10.832,7.432
AAD021_009325,0.2765039819531997,Exudophore,22.043,26.073,25.639,8.908
AAD021_009333,0.8737986346118606,Nodule,7.715,1.375,3.871,34.236
AAD021_009351,0.5651246023185051,Exuding mycelium,16.01,0.598,5.517,14.772
AAD021_009355,0.4770289949243655,Nodule,27.964,55.974,37.4,77.339
AAD021_009378,0.5074183909773706,Fuzzy mycelium,13.004,5.919,17.868,7.481
AAD021_009390,0.8920554954999966,Nodule,8.879,1.973,4.557,47.583
AAD021_009392,0.19455605910203988,Exudophore,19.024,22.36,16.551,18.455
AAD021_009402,0.7713788230145345,Fuzzy mycelium,5.707,2.391,16.333,3.104
AAD021_009406,0.796294271231785,Exuding mycelium,31.627,0.778,15.621,2.929
AAD021_009412,0.539991786856997,Nodule,33.501,5.501,22.704,44.714
AAD021_009413,0.2832234919125859,Exudophore,13.585,15.007,11.767,6.918
AAD021_009417,0.40904456947397855,Exuding mycelium,14.587,4.724,9.909,11.229
AAD021_009418,0.6842338051226394,Fuzzy mycelium,27.96,3.528,38.285,4.779
AAD021_009422,0.40968786410620156,Fuzzy mycelium,8.356,6.517,14.881,11.479
AAD021_009448,0.7273250641197765,Fuzzy mycelium,15.011,4.724,25.518,1.14
AAD021_009451,0.5013445685409216,Exudophore,17.072,28.162,18.672,6.386
AAD021_009457,0.5157862664707525,Exudophore,14.801,28.76,16.283,10.694
AAD021_009461,0.1899207240302397,Exuding mycelium,33.616,17.641,32.134,31.921
AAD021_004840,0.3972229175411826,Exuding mycelium,53.008,18.059,47.122,30.676
AAD021_004871,0.8966470345460209,Nodule,9.724,0.778,1.858,39.862
AAD021_004877,0.8375592972578731,Exudophore,10.62,45.619,7.5,4.111
AAD021_004878,0.3523374554502321,Nodule,58.412,58.837,36.456,79.108
AAD021_004879,0.29820269734001,Exudophore,51.643,76.352,40.379,68.729
AAD021_004921,0.6918137468743862,Nodule,21.189,1.973,12.735,38.826
AAD021_004924,0.33359102992976924,Fuzzy mycelium,33.253,59.251,83.654,74.738
AAD021_004937,0.36747252841627615,Exuding mycelium,14.059,3.708,10.102,12.867
AAD021_004953,0.06455213772643338,Fuzzy mycelium,13.373,12.674,14.127,13.597
AAD021_004957,0.7330653492340516,Exudophore,52.75,157.392,22.447,50.844
AAD021_004969,0.4504525811115003,Exudophore,65.964,133.279,87.57,66.196
AAD021_004972,0.5090643549407421,Nodule,7.084,3.528,12.736,15.853
AAD021_004986,0.5696647553534455,Exuding mycelium,10.623,0.0,3.485,10.23
AAD021_005018,0.24256716853984298,Fuzzy mycelium,43.342,24.935,47.258,39.107
AAD021_005020,0.5778841549830656,Nodule,25.9,30.616,41.96,77.764
AAD021_005024,0.2574830010123308,Fuzzy mycelium,14.905,22.243,25.293,19.194
AAD021_005045,0.18435732833487306,Fuzzy mycelium,13.634,11.6,15.073,11.649
AAD021_005047,0.7599578077807285,Nodule,7.663,4.903,4.53,23.742
AAD021_005057,0.08155029725259295,Fuzzy mycelium,11.258,13.515,13.788,13.218
AAD021_005060,0.3081502092997875,Nodule,23.15,52.505,34.1,52.879
AAD021_005064,0.4388440249820001,Nodule,11.521,7.295,4.459,13.825
AAD021_005078,0.32726288927539515,Exuding mycelium,38.269,24.216,22.047,30.972
AAD021_005079,0.5253094019205792,Exudophore,50.481,103.441,48.671,48.154
AAD021_005085,0.3643261360529504,Nodule,21.512,15.007,21.648,30.501
AAD021_005088,0.265062401885445,Exudophore,92.118,120.25,53.17,119.84
AAD021_005104,0.7232702512568703,Nodule,9.144,4.364,5.664,23.093
AAD021_005108,0.25473145684559095,Exudophore,6.978,14.648,11.234,14.537
AAD021_005114,0.7359121517583486,Nodule,2.22,24.158,0.084,33.401
AAD021_005127,0.7896007120775311,Exudophore,3.277,42.761,4.352,19.362
AAD021_005131,0.48253457226273005,Nodule,23.472,3.169,14.077,26.229
AAD021_005134,0.3365382174897424,Exudophore,255.584,468.46,288.225,388.608
AAD021_005139,0.5671296054682599,Nodule,10.253,30.738,9.934,39.215
AAD021_005155,0.4379768541806868,Fuzzy mycelium,24.534,13.51,39.489,28.537
AAD021_005157,0.35085472705018406,Fuzzy mycelium,8.668,13.991,16.035,8.568
AAD021_005159,0.4864034592956857,Nodule,14.271,12.018,10.075,23.601
AAD021_005160,0.44691128156936527,Nodule,16.754,11.96,27.821,34.072
AAD021_005163,0.33336473185332727,Nodule,63.0,69.417,47.67,90.048
AAD021_005168,0.5424222053967064,Exudophore,42.398,83.22,62.883,8.958
AAD021_005179,0.6656505346487906,Exudophore,9.144,33.664,12.833,11.789
AAD021_005190,0.47441204192083225,Nodule,33.99,23.201,29.527,54.997
AAD021_005194,0.24909550216133725,Exudophore,30.342,40.239,31.593,28.712
AAD021_005195,0.4610991491937087,Nodule,41.756,30.675,38.673,68.723
AAD021_005203,0.28174810943911616,Exudophore,36.155,42.693,30.485,25.353
AAD021_005229,0.6067227883014236,Exuding mycelium,8.031,0.0,2.349,7.127
AAD021_005235,0.9782822042585497,Nodule,36.037,2.571,1.198,610.958
AAD021_005245,0.5266742661809639,Exudophore,8.034,18.657,12.501,5.957
AAD021_005248,0.22577272059465844,Fuzzy mycelium,27.437,33.664,36.124,22.803
AAD021_005251,0.48944502626759223,Fuzzy mycelium,22.15,15.605,32.463,11.967
AAD021_005254,0.5539032562802384,Fuzzy mycelium,14.432,34.378,46.784,13.801
AAD021_005270,0.658813597995564,Nodule,25.739,4.364,19.419,48.382
AAD021_005271,0.5330682990733848,Fuzzy mycelium,57.353,21.169,71.921,22.225
AAD021_005273,0.7262408664580576,Nodule,5.867,6.279,4.601,20.391
AAD021_005274,0.44040728589684425,Nodule,21.508,23.439,27.984,43.443
AAD021_005278,0.3151697897603762,Nodule,20.138,15.488,23.62,28.837
AAD021_005281,0.37657063159898446,Exuding mycelium,15.223,5.142,12.309,11.021
AAD021_005289,0.42149583525602985,Fuzzy mycelium,17.493,12.558,24.041,11.673
AAD021_005292,0.6051789629425472,Nodule,25.793,9.987,17.464,44.952
AAD021_005308,0.26097626607982555,Exudophore,19.872,26.908,24.226,15.56
AAD021_005318,0.6013263844248818,Fuzzy mycelium,35.146,5.681,36.541,2.877
AAD021_005334,0.34785775358539955,Exudophore,12.1,20.985,13.721,15.235
AAD021_005336,0.23184891671374971,Exudophore,19.135,27.264,18.422,25.271
AAD021_005344,0.36475618596932446,Exuding mycelium,23.045,2.153,19.152,22.613
AAD021_005348,0.5932457423234859,Exudophore,8.779,15.605,6.953,3.31
AAD021_005356,0.1969561043128321,Fuzzy mycelium,7.662,9.268,9.889,6.895
AAD021_005368,0.5441347883958315,Nodule,11.207,14.89,15.46,30.387
AAD021_005449,0.311968699272789,Exuding mycelium,97.681,53.817,73.519,74.286
AAD021_005461,0.8637498359082437,Fuzzy mycelium,6.446,2.391,23.04,0.581
AAD021_005469,0.3673059058825155,Nodule,18.019,12.436,22.094,27.685
AAD021_005548,0.3413758418366302,Nodule,14.694,11.659,15.341,21.101
AAD021_005647,0.555578127892479,Nodule,24.31,9.326,31.259,48.674
AAD021_005650,0.794640162144738,Exudophore,0.528,22.544,7.411,5.95
AAD021_006679,0.2601735335316621,Fuzzy mycelium,42.021,26.311,45.509,32.674
AAD021_006721,0.42641825095572444,Exudophore,4.864,12.917,9.08,8.283
AAD021_006722,0.34085016617233843,Exudophore,64.11,95.845,47.529,77.889
AAD021_006726,0.3614525764279571,Exudophore,6.502,14.827,9.84,12.062
AAD021_006742,0.335448751707034,Exudophore,9.143,16.324,14.954,8.448
AAD021_006763,0.24465600207373184,Fuzzy mycelium,8.667,12.495,14.332,11.315
AAD021_006780,0.10799311349911782,Exudophore,10.834,12.077,11.31,10.174
AAD021_006798,0.24308140567523662,Nodule,19.296,10.643,14.142,19.412
AAD021_006800,0.8624139906579579,Nodule,4.175,2.153,1.875,19.872
AAD021_006803,0.5407139797477487,Nodule,13.106,25.048,3.456,30.199
AAD021_006804,0.4581198059798605,Exudophore,60.04,114.088,96.37,29.056
AAD021_006805,0.5637157560767947,Exudophore,24.049,49.206,17.413,22.941
AAD021_006820,0.6990701142137977,Nodule,2.643,0.0,9.343,13.277
AAD021_006821,0.39193809636658017,Fuzzy mycelium,25.267,7.713,25.633,13.78
AAD021_006838,0.34024618494235376,Exudophore,22.886,27.924,17.123,15.26
AAD021_006840,0.9752123716635016,Nodule,7.823,0.0,0.0,105.2
